iter	MAE
550	0.1907888639
551	0.190699572
552	0.1906408263
553	0.1905716056
554	0.1905321542
555	0.1904605668
556	0.1903887595
557	0.1902900826
558	0.1901855503
559	0.1901396411
560	0.1901011309
561	0.190034963
562	0.1899670798
563	0.1898709647
564	0.189820185
565	0.18977466
566	0.1896587789
567	0.1895923851
568	0.1895182929
569	0.1894429305
570	0.1893799871
571	0.1893151496
572	0.1892152396
573	0.1891626641
574	0.1891090655
575	0.1890629661
576	0.1889934599
577	0.1889385054
578	0.1888654673
579	0.1888241108
580	0.1887495262
581	0.1887018504
582	0.1886500091
583	0.1885962407
584	0.1884987381
585	0.1884273908
586	0.1883869879
587	0.1883101837
588	0.1882603956
589	0.1882032308
590	0.1881717592
591	0.1881026732
592	0.1880402501
593	0.1879693174
594	0.1879176496
595	0.1878775252
596	0.1878298706
597	0.1877523349
598	0.1876364846
599	0.1875648489
600	0.1875065685
601	0.1874609982
602	0.1873928634
603	0.1873333538
604	0.1872800762
605	0.187212556
606	0.1871659961
607	0.1871236555
608	0.187087378
609	0.1870388987
610	0.1869583074
611	0.1869106492
612	0.1868504442
613	0.1867883755
614	0.1867264266
615	0.1866261639
616	0.1865778604
617	0.1865276561
618	0.1864887582
619	0.1864024831
620	0.1863298347
621	0.1862761644
622	0.1862442611
623	0.1861696692
624	0.1861109897
625	0.1860646182
626	0.1859935803
627	0.1859518296
628	0.1859081325
629	0.1858251135
630	0.1857301223
631	0.1856764532
632	0.1855708748
633	0.1855368161
634	0.1854698709
635	0.1854039645
636	0.1853522171
637	0.1853038937
638	0.1851994655
639	0.1851527581
640	0.1850726989
641	0.1850226815
642	0.1849824716
643	0.1849075418
644	0.1848264346
645	0.1847732176
646	0.184724171
647	0.1846840013
648	0.1846582279
649	0.1846033712
650	0.1845048235
651	0.184416656
652	0.1843909102
653	0.1843249532
654	0.1842839194
655	0.1842169449
656	0.1841054698
657	0.1840613763
658	0.1839636685
659	0.1839011458
660	0.1838278605
661	0.1837456201
662	0.1837036971
663	0.1836499713
664	0.1835923926
665	0.1835486275
666	0.1834635768
667	0.1834047749
668	0.1833641435
669	0.1833047878
670	0.1832695073
671	0.183204421
672	0.1831690765
673	0.1831165669
674	0.1830342166
675	0.1829912969
676	0.1828994736
677	0.1828526956
678	0.182791155
679	0.1827111925
680	0.182662563
681	0.1826032809
682	0.1825111573
683	0.1824617712
684	0.1824047818
685	0.1823640986
686	0.1823108648
687	0.1822727345
688	0.1822091487
689	0.1821567808
690	0.1820684694
691	0.1819872174
692	0.1819449045
693	0.1818959155
694	0.1818479493
695	0.1818185026
696	0.1817886934
697	0.181749649
698	0.1817070242
699	0.1816629435
700	0.181620927
701	0.1815649916
702	0.1814719474
703	0.181439676
704	0.1814037893
705	0.1813477462
706	0.181289384
707	0.1812570659
708	0.1812172593
709	0.1811723222
710	0.1811257324
711	0.1810856578
712	0.1810498108
713	0.1810094367
714	0.1809124554
715	0.1808848052
716	0.1808442536
717	0.1807712074
718	0.1807221923
719	0.1806546004
720	0.1805989609
721	0.1805625615
722	0.1805053969
723	0.1804539397
724	0.1804220252
725	0.1803512426
726	0.180306314
727	0.1802632247
728	0.1801988216
729	0.1800965816
730	0.1800411516
731	0.1799791941
732	0.1799388449
733	0.1798757391
734	0.1798088576
735	0.1797594934
736	0.1797224605
737	0.1796627867
738	0.1796208602
739	0.1795636213
740	0.1795002973
741	0.1794232031
742	0.1793695892
743	0.1793509295
744	0.1792978252
745	0.1792548468
746	0.1791979416
747	0.1791581001
748	0.1791213823
749	0.1790592914
750	0.1789991194
751	0.1789459583
752	0.1788721578
753	0.1787658802
754	0.1787018864
755	0.1786498564
756	0.1786020607
757	0.1785523548
758	0.1784871173
759	0.1784308199
760	0.1783644376
761	0.1783065185
762	0.1782730435
763	0.1782410785
764	0.1782072321
765	0.1781493923
766	0.1781176098
767	0.1780872722
768	0.1780476234
769	0.1779914571
770	0.1779557918
771	0.1778957923
772	0.1778101084
773	0.1777574697
774	0.177730645
775	0.1776660136
776	0.1776339358
777	0.1776148953
778	0.177556621
779	0.1775163366
780	0.1774809372
781	0.1774364184
782	0.1774122144
783	0.1773877351
784	0.1773420169
785	0.1773084459
786	0.1772740677
787	0.1772172323
788	0.1771544594
789	0.177108398
790	0.1770824186
791	0.177030601
792	0.1769889026
793	0.1768987121
794	0.1768437244
795	0.1768113669
796	0.176787115
797	0.1767560582
798	0.1767309063
799	0.1766960965
800	0.1766775726
801	0.176630794
802	0.176601778
803	0.1765516455
804	0.1765004875
805	0.1764736491
806	0.1764378403
807	0.1763846812
808	0.1763649834
809	0.1763330107
810	0.1762847117
811	0.1762347264
812	0.1761730156
813	0.1761379777
814	0.1761054381
815	0.1760670145
816	0.1760037361
817	0.1759600273
818	0.1759329944
819	0.1758823169
820	0.1758039398
821	0.1757459743
822	0.1757183882
823	0.1756928414
824	0.1756558012
825	0.1756148233
826	0.1755771156
827	0.1755368764
828	0.1755025073
829	0.1754775172
830	0.1754341852
831	0.1753816442
832	0.175332188
833	0.1752595085
834	0.1752262318
835	0.1751960567
836	0.1751531988
837	0.1751118239
838	0.1750455484
839	0.1749756116
840	0.1749427172
841	0.1749060453
842	0.1748327929
843	0.1747837441
844	0.174731004
845	0.174683304
846	0.1746237828
847	0.1745844288
848	0.1745480677
849	0.1744910013
850	0.1744673567
851	0.1744363794
852	0.1743943371
853	0.1743789078
854	0.1743056904
855	0.1742829511
856	0.1742508067
857	0.1742043891
858	0.1741678209
859	0.1741511851
860	0.174107756
861	0.1740482024
862	0.1739855279
863	0.1739399992
864	0.1739224897
865	0.1738788938
866	0.1738315849
867	0.1738025787
868	0.173738397
869	0.1737091043
870	0.1736657728
871	0.1736074397
872	0.173564491
873	0.1735474843
874	0.1735008453
875	0.1734449675
876	0.1734217011
877	0.1733915399
878	0.1733407203
879	0.1732966916
880	0.1732433727
881	0.1732036634
882	0.1731655211
883	0.1731383846
884	0.1730743639
885	0.1730319949
886	0.1730114714
887	0.1729998023
888	0.1729636208
889	0.1729188149
890	0.1729051325
891	0.1728599954
892	0.1728147734
893	0.1727949882
894	0.1727626724
895	0.1727135385
896	0.1726664966
897	0.1726411828
898	0.1725963262
899	0.1725725195
900	0.1725322648
901	0.1724832408
902	0.1724494895
903	0.1723846546
904	0.1723441978
905	0.1723032285
906	0.1722607656
907	0.1722194455
908	0.1721625634
909	0.1721235822
910	0.1720847923
911	0.1720216648
912	0.171986948
913	0.1719632289
914	0.1719235005
915	0.1718843631
916	0.1718038142
917	0.1717690295
918	0.1717449566
919	0.1717052388
920	0.1716513753
921	0.1716165559
922	0.1715693448
923	0.1715495547
924	0.1715103649
925	0.1714503788
926	0.171419321
927	0.1713914583
928	0.1713528801
929	0.1712782154
930	0.1712561484
931	0.1712143896
932	0.1711783096
933	0.1711352213
934	0.1711159281
935	0.1710570852
936	0.1710489557
937	0.1710081942
938	0.1709563974
939	0.1709241827
940	0.1709023684
941	0.1708538064
942	0.1708143756
943	0.1707503385
944	0.1707083989
945	0.1706425246
946	0.1705881484
947	0.170549218
948	0.1705126423
949	0.1704726582
950	0.1704475599
951	0.170409724
952	0.1703858693
953	0.1703570905
954	0.1703245548
955	0.1702994166
956	0.1702599408
957	0.1702241067
958	0.1701955898
959	0.1701523966
960	0.1700765806
961	0.1700303533
962	0.169982133
963	0.1699204401
964	0.1698825142
965	0.1698353756
966	0.1697895564
967	0.1697582967
968	0.1697308285
969	0.1696726985
970	0.1695977153
971	0.1695577895
972	0.1694979717
973	0.1694710327
974	0.1694490178
975	0.1694375448
976	0.1693736116
977	0.1692954148
978	0.1692648754
979	0.1692337776
980	0.1691852791
981	0.1691536116
982	0.1690971538
983	0.1690756172
984	0.1690347487
985	0.1690077864
986	0.1689711458
987	0.1689404523
988	0.1689165602
989	0.1688847085
990	0.1688523315
991	0.1687870383
992	0.168761175
993	0.1687437505
994	0.1687171358
995	0.1686766202
996	0.1686169102
997	0.1685591371
998	0.1685355817
999	0.1684680991
1000	0.168435608
1001	0.1683874781
1002	0.1683651153
1003	0.1683280084
1004	0.1682828685
1005	0.1682494608
1006	0.1682016044
1007	0.168172608
1008	0.1681419691
1009	0.1681112401
1010	0.1680759853
1011	0.1680165899
1012	0.1679781011
1013	0.1679444264
1014	0.167904684
1015	0.1678886265
1016	0.1678611917
1017	0.1678268097
1018	0.1677980008
1019	0.1677605277
1020	0.1677041739
1021	0.1676566824
1022	0.167640995
1023	0.1676069341
1024	0.1675803026
1025	0.167546184
1026	0.1675114313
1027	0.1674717841
1028	0.1674277974
1029	0.1673847136
1030	0.1673477897
1031	0.1673052366
1032	0.1672850069
1033	0.1672525986
1034	0.1672197003
1035	0.1671957191
1036	0.1671703902
1037	0.1671371656
1038	0.1671025066
1039	0.1670620944
1040	0.1670317471
1041	0.1670148964
1042	0.1669792653
1043	0.1669569601
1044	0.1669388023
1045	0.1669004014
1046	0.1668615811
1047	0.1668164991
1048	0.1668017178
1049	0.1667840873
1050	0.1667669301
1051	0.1667386299
1052	0.1666984026
1053	0.1666735777
1054	0.1666515198
1055	0.1666360457
1056	0.1666159022
1057	0.1665702984
1058	0.1665351722
1059	0.1664723872
1060	0.166439594
1061	0.1663891433
1062	0.1663479061
1063	0.1663224476
1064	0.1662822723
1065	0.1662593725
1066	0.1662342695
1067	0.1662080697
1068	0.1661667609
1069	0.1661437134
1070	0.1661034669
1071	0.1660761407
1072	0.1660444462
1073	0.1660225885
1074	0.1659970857
1075	0.1659730028
1076	0.165949171
1077	0.1659244223
1078	0.1658785021
1079	0.1658230028
1080	0.1658006573
1081	0.1657647064
1082	0.1657511702
1083	0.1657278163
1084	0.1657146074
1085	0.1656871502
1086	0.1656191098
1087	0.1655504644
1088	0.1655155544
1089	0.1654821794
1090	0.1654399363
1091	0.1654119131
1092	0.1653954734
1093	0.1653468361
1094	0.1653262621
1095	0.1653070607
1096	0.1652898686
1097	0.1652629208
1098	0.1652588663
1099	0.1652295419
1100	0.165204565
1101	0.1651671315
1102	0.1651354114
1103	0.165113726
1104	0.1650758629
1105	0.165046995
1106	0.1650071062
1107	0.1649830758
1108	0.1649560703
1109	0.16492095
1110	0.1649044834
1111	0.1648812492
1112	0.1648594445
1113	0.164831299
1114	0.1648082048
1115	0.1647818182
1116	0.1647545211
1117	0.1647174098
1118	0.164684927
1119	0.1646530548
1120	0.1646123082
1121	0.1645957252
1122	0.1645637533
1123	0.1645000891
1124	0.1644696174
1125	0.1644468649
1126	0.1644128377
1127	0.1643674775
1128	0.1643439204
1129	0.1643307556
1130	0.1643000779
1131	0.1642784684
1132	0.164256366
1133	0.1642272853
1134	0.1642096472
1135	0.1641793195
1136	0.1641487226
1137	0.1641283738
1138	0.1641131637
1139	0.1641012715
1140	0.1640560846
1141	0.1640155217
1142	0.1639871171
1143	0.1639715814
1144	0.1639521875
1145	0.1639363085
1146	0.1638839208
1147	0.1638696471
1148	0.1638392252
1149	0.1638073373
1150	0.1637852809
1151	0.1637637777
1152	0.1637182496
1153	0.1637000869
1154	0.1636662232
1155	0.1636483573
1156	0.1635870703
1157	0.163555411
1158	0.1635146201
1159	0.1634945283
1160	0.1634589716
1161	0.1634316909
1162	0.1633978619
1163	0.1633778087
1164	0.1633490264
1165	0.1633308299
1166	0.1633003216
1167	0.1632716719
1168	0.1632228717
1169	0.1632009315
1170	0.1631827902
1171	0.1631373938
1172	0.1631033501
1173	0.1630689632
1174	0.1630492408
1175	0.1630149746
1176	0.1629612549
1177	0.1629330168
1178	0.1629096573
1179	0.1628810135
1180	0.1628611671
1181	0.162844545
1182	0.162826504
1183	0.1627795824
1184	0.1627612525
1185	0.162742551
1186	0.1627070394
1187	0.1626879687
1188	0.1626646233
1189	0.1626571145
1190	0.1626334482
1191	0.162610773
1192	0.1625425392
1193	0.1625266768
1194	0.1624884498
1195	0.1624733449
1196	0.1624600129
1197	0.1624447989
1198	0.1624213798
1199	0.1623930896
1200	0.1623589435
1201	0.1623178816
1202	0.1622654574
1203	0.1622162605
1204	0.1621792938
1205	0.1621645399
1206	0.1621383711
1207	0.1621285505
1208	0.1621015186
1209	0.1620720817
1210	0.1620600053
1211	0.1620361604
1212	0.1620227073
1213	0.1619973117
1214	0.1619862117
1215	0.1619286155
1216	0.1619063009
1217	0.1618643181
1218	0.1618378705
1219	0.1618264236
1220	0.1618046973
1221	0.1617945566
1222	0.1617714873
1223	0.1617471489
1224	0.1617001471
1225	0.1616705092
1226	0.1616314737
1227	0.1616137109
1228	0.1615884482
1229	0.1615721665
1230	0.1615530705
1231	0.1615053497
1232	0.1614839117
1233	0.1614557826
1234	0.1614346959
1235	0.1614222462
1236	0.1613979582
1237	0.1613686168
1238	0.1613456948
1239	0.1613228303
1240	0.1613072679
1241	0.1612876653
1242	0.1612528013
1243	0.161230016
1244	0.1612083339
1245	0.161132404
1246	0.1611121143
1247	0.1610978625
1248	0.1610892931
1249	0.1610583
1250	0.1610387203
1251	0.1610162851
1252	0.1609982042
1253	0.1609681763
1254	0.1609453247
1255	0.1609277725
1256	0.1608905624
1257	0.1608367422
1258	0.1608202643
1259	0.1607854619
1260	0.1607624484
1261	0.1607447848
1262	0.1607416833
1263	0.1607057489
1264	0.1606761371
1265	0.1606581125
1266	0.1606438238
1267	0.1606371551
1268	0.160621324
1269	0.160589747
1270	0.1605468501
1271	0.1605326924
1272	0.1604978029
1273	0.1604403428
1274	0.1604295005
1275	0.160391491
1276	0.1603464119
1277	0.1603200515
1278	0.1603118239
1279	0.1602842521
1280	0.1602398369
1281	0.1602090343
1282	0.1601759507
1283	0.1601593212
1284	0.1601180195
1285	0.1600954816
1286	0.1600573736
1287	0.1600395208
1288	0.1600287064
1289	0.1600158204
1290	0.1599712798
1291	0.1599449649
1292	0.1599329573
1293	0.1599054622
1294	0.1598837544
1295	0.1598742368
1296	0.1598521966
1297	0.1598196468
1298	0.1597976176
1299	0.1597706462
1300	0.1597461314
1301	0.159728505
1302	0.1597105297
1303	0.1596714751
1304	0.1596460105
1305	0.1596319155
1306	0.1596223041
1307	0.1595986941
1308	0.1595904369
1309	0.1595527107
1310	0.1595324101
1311	0.1595000888
1312	0.1594826118
1313	0.1594659413
1314	0.1594426838
1315	0.1594230028
1316	0.1593855347
1317	0.1593560071
1318	0.1593384563
1319	0.1593197764
1320	0.159302503
1321	0.1592908653
1322	0.1592770324
1323	0.159261326
1324	0.15924065
1325	0.1592183758
1326	0.1592057559
1327	0.1591783926
1328	0.1591577361
1329	0.1591246558
1330	0.1590940745
1331	0.1590601441
1332	0.1590387689
1333	0.1590125146
1334	0.1589970473
1335	0.1589744982
1336	0.1589529137
1337	0.1588937349
1338	0.1588745214
1339	0.1588626925
1340	0.1588069018
1341	0.1587823369
1342	0.158748598
1343	0.1587376311
1344	0.1586959422
1345	0.158680161
1346	0.1586659346
1347	0.1586384323
1348	0.1586310475
1349	0.1586174818
1350	0.1585901488
1351	0.1585569952
1352	0.1585501895
1353	0.1585361888
1354	0.1585094035
1355	0.1584843303
1356	0.1584533661
1357	0.1584381366
1358	0.1584173599
1359	0.1583946543
1360	0.1583761842
1361	0.1583520273
1362	0.1582903853
1363	0.1582534192
1364	0.158235705
1365	0.1582231074
1366	0.1581929705
1367	0.1581674497
1368	0.1581263695
1369	0.1580962884
1370	0.1580646826
1371	0.1580465045
1372	0.1580281932
1373	0.1579964698
1374	0.1579779511
1375	0.1579688445
1376	0.1579479451
1377	0.1579162654
1378	0.1578958522
1379	0.1578881879
1380	0.1578202125
1381	0.1577633187
1382	0.1577497516
1383	0.1577256507
1384	0.1577006396
1385	0.1576758547
1386	0.1576502658
1387	0.1576300928
1388	0.1576217446
1389	0.1576010201
1390	0.1575881791
1391	0.1575662239
1392	0.1575367953
1393	0.1575215853
1394	0.1575014415
1395	0.1574560171
1396	0.1574327521
1397	0.1574216644
1398	0.1574079204
1399	0.1573788515
1400	0.1573607555
1401	0.1573287391
1402	0.1573028398
1403	0.1572723882
1404	0.1572343571
1405	0.1572144621
1406	0.1571862854
1407	0.1571629987
1408	0.1571424792
1409	0.1571258679
1410	0.1571040784
1411	0.1570731739
1412	0.157049813
1413	0.1570270154
1414	0.1570074003
1415	0.1569947707
1416	0.156971832
1417	0.1569413336
1418	0.1569204899
1419	0.1569043706
1420	0.1568690835
1421	0.1568566357
1422	0.1568190621
1423	0.1567973392
1424	0.1567798605
1425	0.1567586865
1426	0.1567287805
1427	0.1566885283
1428	0.1566571206
1429	0.156619049
1430	0.1565708197
1431	0.1565327683
1432	0.1564998417
1433	0.1564854672
1434	0.1564641859
1435	0.1564313053
1436	0.1563967106
1437	0.1563620845
1438	0.1563494921
1439	0.1563213051
1440	0.1562994835
1441	0.1562796733
1442	0.1562662015
1443	0.15625153
1444	0.1562251924
1445	0.1561782442
1446	0.1561635245
1447	0.1561272439
1448	0.1561087469
1449	0.1560935469
1450	0.1560767208
1451	0.1560375696
1452	0.1559951616
1453	0.1559652904
1454	0.1559532579
1455	0.1559455593
1456	0.1559073593
1457	0.1558712305
1458	0.1558558366
1459	0.1558205681
1460	0.1557869801
1461	0.1557647477
1462	0.1557402326
1463	0.1556909625
1464	0.155675013
1465	0.1556595426
1466	0.1556337801
1467	0.1556166596
1468	0.1555922174
1469	0.1555681558
1470	0.1555407869
1471	0.1555235304
1472	0.1555108468
1473	0.1554899581
1474	0.1554606024
1475	0.1554370576
1476	0.1554144515
1477	0.1553955012
1478	0.1553682071
1479	0.1553554938
1480	0.1553348943
1481	0.1553046475
1482	0.1552870744
1483	0.1552278738
1484	0.1552118363
1485	0.1552020558
1486	0.1551786997
1487	0.1551540717
1488	0.1551272385
1489	0.1551135126
1490	0.1550882395
1491	0.1550542052
1492	0.1550235995
1493	0.1550020879
1494	0.1549780501
1495	0.1549600899
1496	0.1549172529
1497	0.1548913928
1498	0.1548444569
1499	0.1548282162
1500	0.1548075978
1501	0.1547880969
1502	0.15474932
1503	0.1547197988
1504	0.1546974399
1505	0.1546796115
1506	0.1546594985
1507	0.1546362644
1508	0.1546165937
1509	0.1545664101
