Term/Year Code,"Coll
",College,"Dept
","Degree
",Major_Code,Major_Name,Conc_code,Concentration_Name,Total,Men,Women,Unknown_Sex,Caucasian,Asian_American,African_American,Hispanic,Native_American,Pacific_Isl,Multiracial,International,Unknown,Illinois_Resident,Non-Illinois_Resident,Academic_Program_Code
120241,KV ,LAS,710,BALAS ,343,Political Science ,5662,World Politics ,5,3,2,0,1,0,0,4,0,0,0,0,0,5,0,10KV8037BALA
120241,KV ,LAS,710,BALAS ,343,Political Science ,5663,Law and Power ,108,42,66,0,59,9,13,23,0,0,2,0,2,100,8,10KV0343BALA
120241,KV ,LAS,710,BALAS ,343,Political Science ,5663,Law and Power ,28,7,21,0,16,2,0,8,0,0,2,0,0,27,1,10KV8037BALA
120241,KV ,LAS,710,BALAS ,343,Political Science ,5664,International Relations ,51,30,21,0,22,6,6,8,0,0,3,6,0,42,9,10KV0343BALA
120241,KV ,LAS,710,BALAS ,343,Political Science ,5664,International Relations ,22,12,10,0,12,6,0,0,0,0,3,1,0,20,2,10KV8037BALA
120241,KV ,LAS,710,NONE ,343,Political Science ,  ,  ,421,182,239,0,198,57,37,87,0,0,19,17,6,379,42,10KV0343NONE
120241,KV ,LAS,710,PHD ,343,Political Science ,  ,  ,50,23,27,0,9,1,2,5,0,0,1,32,0,2,48,10KS0343PHD
120241,KV ,LAS,715,BALAS ,332,Philosophy ,  ,  ,86,55,31,0,35,16,6,17,0,0,3,9,0,72,14,10KV0332BALA
120241,KV ,LAS,715,BALAS ,332,Philosophy ,  ,  ,4,3,1,0,3,1,0,0,0,0,0,0,0,4,0,10KV8037BALA
120241,KV ,LAS,715,BSLAS ,5679,Computer Science & Philosophy ,  ,  ,84,62,22,0,17,46,1,0,0,0,2,17,1,31,53,10KV5679BSLA
120241,KV ,LAS,715,PHD ,332,Philosophy ,  ,  ,28,21,7,0,14,0,0,2,0,0,1,9,2,2,26,10KS0332PHD
120241,KV ,LAS,729,MA ,286,Latin American Studies ,  ,  ,5,1,4,0,0,0,0,1,0,0,0,4,0,0,5,10KS0286MA
120241,KV ,LAS,771,BALAS ,5868,Comparative & World Literature ,  ,  ,3,2,1,0,2,1,0,0,0,0,0,0,0,2,1,10KV5868BALA
120241,KV ,LAS,771,BALAS ,5868,Comparative & World Literature ,3905,World Literature ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10KV8037BALA
120241,KV ,LAS,771,PHD ,1120,Comparative Literature ,  ,  ,18,4,14,0,3,0,0,0,0,0,0,15,0,0,18,10KS1120PHD
120241,KV ,LAS,771,PHD ,1120,Comparative Literature ,5080,Medieval Studies ,2,0,2,0,1,0,0,0,0,0,0,0,1,0,2,10KS1120PHD
120241,KV ,LAS,787,MA ,5346,Translation and Interpreting ,  ,  ,11,5,6,0,6,0,0,1,0,0,0,4,0,4,7,10KS5346MA
120241,KV ,LAS,787,MA ,5346,Translation and Interpreting ,  ,  ,20,3,17,0,9,3,0,5,0,0,0,0,3,5,15,10KS5346MAU
120241,KV ,LAS,864,BALAS ,301,Linguistics ,  ,  ,59,23,36,0,30,10,2,7,0,0,6,4,0,49,10,10KV0301BALA
120241,KV ,LAS,864,BALAS ,301,Linguistics ,  ,  ,4,1,3,0,1,2,0,1,0,0,0,0,0,3,1,10KV8037BALA
120241,KV ,LAS,864,BALAS ,6039,Linguistics and Teaching ESL ,  ,  ,13,4,9,0,6,4,0,3,0,0,0,0,0,12,1,10KV6039BALA
120241,KV ,LAS,864,BSLAS ,5351,Computer Sci & Linguistics ,  ,  ,94,64,30,0,12,61,0,2,0,0,3,14,2,29,65,10KV5351BSLA
120241,KV ,LAS,864,BSLAS ,5351,Computer Sci & Linguistics ,  ,  ,4,4,0,0,2,2,0,0,0,0,0,0,0,2,2,10KV8037BSLA
120241,KV ,LAS,864,MA ,299,Teaching of English Sec Lang ,  ,  ,23,4,19,0,3,1,0,1,0,0,0,18,0,3,20,10KS0299MA
120241,KV ,LAS,864,PHD ,301,Linguistics ,  ,  ,34,15,19,0,11,1,0,5,0,0,1,16,0,4,30,10KS0301PHD
120241,KV ,LAS,864,PHD ,301,Linguistics ,5367,Sec Lang Acquis & Teacher Ed ,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,10KS0301PHD
120241,KV ,LAS,872,BALAS ,5330,Geography & Geographic Info Sc ,3884,Human Geography ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KV5330BALA
120241,KV ,LAS,872,BALAS ,5330,Geography & Geographic Info Sc ,3886,Geographic Information Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KV5330BALA
120241,KV ,LAS,872,BALAS ,5330,Geography & Geographic Info Sc ,5677,General Geography ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KV5330BALA
120241,KV ,LAS,872,BALAS ,5330,Geography & Geographic Info Sc ,5677,General Geography ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KV8037BALA
120241,KV ,LAS,872,BSLAS ,5676,Computer Science & Geog & GIS ,  ,  ,18,14,4,0,3,9,0,0,0,0,0,5,1,11,7,10KV5676BSLA
120241,KV ,LAS,872,BSLAS ,5694,Geography & Geographic Info Sc ,  ,  ,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,10KV5694BSLA
120241,KV ,LAS,872,BSLAS ,5694,Geography & Geographic Info Sc ,3886,Geographic Information Science ,41,29,12,0,16,6,1,3,0,0,1,12,2,27,14,10KV5694BSLA
120241,KV ,LAS,872,BSLAS ,5694,Geography & Geographic Info Sc ,3886,Geographic Information Science ,4,0,4,0,3,0,0,0,0,0,1,0,0,4,0,10KV8037BSLA
120241,KV ,LAS,872,MA ,341,Geography ,  ,  ,2,0,2,0,1,0,0,1,0,0,0,0,0,0,2,10KS0341MA
120241,KV ,LAS,872,MS ,5856,Geography ,3886,Geographic Information Science ,7,6,1,0,0,0,0,0,0,0,0,7,0,0,7,1PKS5856MS
120241,KV ,LAS,872,MS ,6073,CyberGIS & Geospatial Data Sci ,  ,  ,9,6,3,0,5,0,2,1,0,0,0,0,1,5,4,1PKS6073MSU
120241,KV ,LAS,872,NDEG ,6073,CyberGIS & Geospatial Data Sci ,  ,  ,3,1,2,0,2,0,0,0,0,0,0,0,1,1,2,1PKS6073NDEU
120241,KV ,LAS,872,NONE ,5330,Geography & Geographic Info Sc ,  ,  ,7,5,2,0,2,2,0,1,0,0,0,2,0,3,4,10KV5330NONE
120241,KV ,LAS,872,PHD ,341,Geography ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KS0341PHD
120241,KV ,LAS,872,PHD ,5856,Geography ,  ,  ,27,13,14,0,5,1,0,3,0,0,0,18,0,3,24,10KS5856PHD
120241,KV ,LAS,872,PHD ,5856,Geography ,5511,Computational Sci & Engr ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,2,10KS5856PHD
120241,KV ,LAS,927,BA ,296,Teaching of German ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,10KV0296BA
120241,KV ,LAS,927,BALAS ,1292,Germanic Studies ,5548,German Bus & Commercial St ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KV1292BALA
120241,KV ,LAS,927,BALAS ,1292,Germanic Studies ,5586,German Culture and Literature ,3,2,1,0,2,1,0,0,0,0,0,0,0,3,0,10KV1292BALA
120241,KV ,LAS,927,MA ,303,German ,  ,  ,3,1,2,0,2,0,0,0,0,0,0,1,0,2,1,10KS0303MA
120241,KV ,LAS,927,NDEG ,303,German ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0303NDEG
120241,KV ,LAS,927,PHD ,303,German ,  ,  ,6,5,1,0,1,0,0,0,0,0,0,5,0,0,6,10KS0303PHD
120241,KV ,LAS,927,PHD ,303,German ,5080,Medieval Studies ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KS0303PHD
120241,KV ,LAS,948,PHD ,322,Microbiology ,  ,  ,58,27,31,0,32,1,1,4,0,0,0,20,0,9,49,10KS0322PHD
120241,KV ,LAS,954,MA ,5312,S Asian & Middle Eastern St ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS5312MA
120241,KV ,LAS,958,BALAS ,5459,Slavic Studies ,  ,  ,3,3,0,0,1,0,0,1,0,0,1,0,0,3,0,10KV5459BALA
120241,KV ,LAS,958,PHD ,302,Slavic Languages & Literature ,  ,  ,13,3,10,0,3,1,0,0,0,0,0,9,0,1,12,10KS0302PHD
120241,KV ,LAS,968,PHD ,323,Neuroscience ,  ,  ,51,20,31,0,13,4,0,8,0,0,3,23,0,9,42,10KS0323PHD
120241,KV ,LAS,982,BALAS ,5167,Latina/Latino Studies ,  ,  ,8,0,8,0,0,0,0,8,0,0,0,0,0,8,0,10KV5167BALA
120241,KV ,LAS,982,BALAS ,5167,Latina/Latino Studies ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10KV8037BALA
120241,KV ,LAS,985,BA ,295,Teaching of French ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KV0295BA
120241,KV ,LAS,985,BALAS ,304,French ,  ,  ,3,2,1,0,2,0,1,0,0,0,0,0,0,3,0,10KV0304BALA
120241,KV ,LAS,985,BALAS ,304,French ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KV8037BALA
120241,KV ,LAS,985,BALAS ,304,French ,3876,French Studies ,4,1,3,0,3,0,0,1,0,0,0,0,0,3,1,10KV3876BALA
120241,KV ,LAS,985,BALAS ,305,Italian ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KV0305BALA
120241,KV ,LAS,985,MA ,304,French ,  ,  ,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,10KS0304MA
120241,KV ,LAS,985,MA ,305,Italian ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0305MA
120241,KV ,LAS,985,NDEG ,304,French ,  ,  ,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,10KS0304NDEG
120241,KV ,LAS,985,PHD ,304,French ,  ,  ,14,5,9,0,9,0,1,0,0,0,1,3,0,2,12,10KS0304PHD
120241,KV ,LAS,985,PHD ,305,Italian ,  ,  ,4,0,4,0,1,0,0,0,0,0,0,3,0,1,3,10KS0305PHD
120241,KW ,General Studies,605,NONE ,5083,Undeclared ,  ,  ,1717,924,793,0,582,228,185,401,1,2,61,237,20,1430,287,10KW5083NONE
120241,KY ,Applied Health Sci,581,BS ,349,Community Health ,  ,  ,113,37,76,0,33,22,28,28,0,0,1,1,0,105,8,10KY0349BS
120241,KY ,Applied Health Sci,581,BS ,349,Community Health ,473,Health Education ,88,9,79,0,23,11,24,24,0,0,4,1,1,82,6,10KY0473BS
120241,KY ,Applied Health Sci,581,BS ,349,Community Health ,474,Health Planning & Admin ,211,60,151,0,66,52,34,46,0,0,10,2,1,204,7,10KY0474BS
120241,KY ,Applied Health Sci,581,BS ,349,Community Health ,495,Rehab & Disability Studies ,35,9,26,0,9,4,4,15,0,0,3,0,0,33,2,10KY0495BS
120241,KY ,Applied Health Sci,581,BS ,351,Kinesiology ,  ,  ,619,299,319,1,311,104,44,107,0,1,31,16,5,568,51,10KY0351BS
120241,KY ,Applied Health Sci,581,BS ,351,Kinesiology ,4049,Teacher Education K-12 ,23,16,7,0,16,2,2,0,0,0,2,0,1,23,0,10KY4049BS
120241,KY ,Applied Health Sci,581,BS ,5460,Interdisciplinary Health Sci ,  ,  ,121,23,98,0,53,28,9,25,0,0,4,1,1,116,5,10KY5460BS
120241,KY ,Applied Health Sci,581,BS ,5460,Interdisciplinary Health Sci ,5219,Health and Aging ,105,22,83,0,50,22,15,13,0,0,4,1,0,100,5,10KY5460BS
120241,KY ,Applied Health Sci,581,BS ,5460,Interdisciplinary Health Sci ,5220,Health Behavior Change ,136,21,115,0,59,32,16,21,0,0,4,1,3,131,5,10KY5460BS
120241,KY ,Applied Health Sci,581,BS ,5460,Interdisciplinary Health Sci ,5221,Health Diversity ,155,14,141,0,40,38,34,39,0,0,4,0,0,152,3,10KY5460BS
120241,KY ,Applied Health Sci,581,BS ,5460,Interdisciplinary Health Sci ,6145,Health Technology ,28,6,22,0,6,12,5,3,0,0,1,1,0,26,2,10KY5460BS
120241,KY ,Applied Health Sci,581,MHAD ,1300,Health Administration ,  ,  ,23,9,14,0,11,5,3,2,0,0,0,2,0,21,2,1PKS1300MHAD
120241,KY ,Applied Health Sci,581,MPH ,1630,Public Health ,  ,  ,4,0,4,0,2,1,1,0,0,0,0,0,0,3,1,10KS1630MPH
120241,KY ,Applied Health Sci,581,MPH ,1630,Public Health ,5913,BS i-Health/MPH Public Health ,2,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1PKS5913MPH
120241,KY ,Applied Health Sci,581,MPH ,1630,Public Health ,5914,BS ComHealth/MPH PublicHealth ,8,1,7,0,2,1,1,4,0,0,0,0,0,8,0,1PKS5914MPH
120241,KY ,Applied Health Sci,581,MPH ,1630,Public Health ,5915,BS Kinesiology/MPH PubicHealth ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1PKS5915MPH
120241,KY ,Applied Health Sci,581,MPH ,5884,Epidemiology ,  ,  ,13,3,10,0,1,1,0,1,0,0,0,10,0,3,10,1PKS5884MPH
120241,KY ,Applied Health Sci,581,MPH ,5884,Epidemiology ,6036,BS Community Health/MPH Epidem ,3,1,2,0,1,0,2,0,0,0,0,0,0,3,0,1PKS6036MPH
120241,KY ,Applied Health Sci,581,MS ,349,Community Health ,  ,  ,9,1,8,0,0,1,1,3,0,0,0,4,0,3,6,10KS0349MS
120241,KY ,Applied Health Sci,581,MS ,351,Kinesiology ,  ,  ,13,6,7,0,6,2,1,0,0,0,0,4,0,7,6,10KS0351MS
120241,KY ,Applied Health Sci,581,MS ,5875,Health Technology ,  ,  ,6,4,2,0,3,0,0,1,0,0,0,2,0,4,2,1PKS5875MS
120241,KY ,Applied Health Sci,581,PHD ,349,Community Health ,  ,  ,40,18,22,0,5,3,3,1,0,0,0,28,0,6,34,10KS0349PHD
120241,KY ,Applied Health Sci,581,PHD ,351,Kinesiology ,  ,  ,47,21,26,0,19,1,1,2,0,0,1,22,1,9,38,10KS0351PHD
120241,KY ,Applied Health Sci,679,AUD ,1053,Audiology ,  ,  ,24,3,21,0,14,1,0,4,0,0,1,4,0,17,7,10KS1053AUD
120241,KY ,Applied Health Sci,679,BS ,354,Speech & Hearing Science ,  ,  ,39,4,35,0,26,5,0,6,0,0,2,0,0,37,2,10KY0354BS
120241,KY ,Applied Health Sci,679,BS ,354,Speech & Hearing Science ,4067,Audiology ,12,0,12,0,9,1,0,2,0,0,0,0,0,12,0,10KY4067BS
120241,KY ,Applied Health Sci,679,BS ,354,Speech & Hearing Science ,4068,Speech-Language Pathology ,161,4,157,0,102,12,8,34,0,0,4,0,1,160,1,10KY4068BS
120241,KY ,Applied Health Sci,679,BS ,354,Speech & Hearing Science ,5465,Cultural-Linguistic Diversity ,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10KY5465BS
120241,KY ,Applied Health Sci,679,MA ,354,Speech & Hearing Science ,  ,  ,48,0,48,0,31,3,4,5,0,0,3,1,1,44,4,10KS0354MA
120241,KY ,Applied Health Sci,679,PHD ,354,Speech & Hearing Science ,  ,  ,14,3,11,0,6,0,0,0,0,0,0,8,0,2,12,10KS0354PHD
120241,KY ,Applied Health Sci,682,NDEG ,67,Nondegree ,  ,  ,36,19,17,0,22,7,0,3,0,0,1,2,1,34,2,10KY0067NDEG
120241,KY ,Applied Health Sci,714,BS ,4043,"Recreation, Sport, and Tourism ",  ,  ,13,10,3,0,8,0,3,2,0,0,0,0,0,10,3,10KY4043BS
120241,KY ,Applied Health Sci,714,BS ,4043,"Recreation, Sport, and Tourism ",4044,Recreation Management ,10,3,7,0,5,1,2,2,0,0,0,0,0,9,1,10KY4044BS
120241,KY ,Applied Health Sci,714,BS ,4043,"Recreation, Sport, and Tourism ",4045,Tourism Management ,19,5,14,0,11,1,3,2,0,0,2,0,0,18,1,10KY4045BS
120241,KY ,Applied Health Sci,714,BS ,4043,"Recreation, Sport, and Tourism ",5266,Sport Management ,267,208,59,0,151,13,32,31,1,0,15,23,1,210,57,10KY5266BS
120241,KY ,Applied Health Sci,714,BS ,4043,"Recreation, Sport, and Tourism ",5880,"BS/MS Recreation,Sport&Tourism ",2,2,0,0,1,0,1,0,0,0,0,0,0,2,0,10KY5880BS
120241,KY ,Applied Health Sci,714,MS ,4043,"Recreation, Sport, and Tourism ",  ,  ,23,17,6,0,12,0,1,2,0,0,0,8,0,13,10,10KS4043MS
120241,KY ,Applied Health Sci,714,MS ,4043,"Recreation, Sport, and Tourism ",  ,  ,23,17,6,0,16,1,3,1,0,0,0,0,2,11,12,10KS4043MSU
120241,KY ,Applied Health Sci,714,MS ,4043,"Recreation, Sport, and Tourism ",5880,"BS/MS Recreation,Sport&Tourism ",3,1,2,0,2,0,0,0,0,0,1,0,0,3,0,10KS5880MS
120241,KY ,Applied Health Sci,714,NDEG ,4043,"Recreation, Sport, and Tourism ",  ,  ,4,3,1,0,2,0,0,0,0,0,0,0,2,0,4,1PKS4043NDEU
120241,KY ,Applied Health Sci,714,PHD ,4043,"Recreation, Sport, and Tourism ",  ,  ,31,16,15,0,5,0,4,3,0,0,1,18,0,5,26,10KS4043PHD
120241,KY ,Applied Health Sci,754,NDEG ,67,Nondegree ,5464,Info Accessibility Dsgn&Policy ,14,3,11,0,9,3,0,2,0,0,0,0,0,0,14,1PKS5464NDEU
120241,LC ,Applied Health Sci,282,MS ,5216,VMS - Pathobiology ,  ,  ,5,3,2,0,0,2,0,2,0,0,0,1,0,4,1,10KS5216MS
120241,LC ,Applied Health Sci,282,PHD ,5216,VMS - Pathobiology ,  ,  ,53,29,24,0,10,0,0,1,0,0,0,41,1,6,47,10KS5216PHD
120241,LC ,Applied Health Sci,444,DVM ,480,Veterinary Medicine ,  ,  ,566,86,480,0,434,26,9,68,1,0,21,5,2,327,239,10LC0480DVM
120241,LC ,Applied Health Sci,444,MVS ,5921,Livestock Systems Health ,  ,  ,7,2,5,0,6,0,0,0,0,0,0,1,0,5,2,10KS5921MVS
120241,LC ,Applied Health Sci,444,MVS ,5921,Livestock Systems Health ,  ,  ,62,12,50,0,41,1,5,7,0,0,1,0,7,21,41,1PKS5921MVSU
120241,LC ,Applied Health Sci,444,NDEG ,480,Veterinary Medicine ,  ,  ,26,2,23,1,15,2,2,4,0,0,2,0,1,0,26,10LC0480NDEU
120241,LC ,Applied Health Sci,598,MS ,359,VMS-Veterinary Clinical Medcne ,  ,  ,42,9,33,0,24,2,2,3,0,0,1,9,1,6,36,10KS0359MS
120241,LC ,Applied Health Sci,873,MS ,5274,VMS - Comparative Biosciences ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,10KS5274MS
120241,LC ,Applied Health Sci,873,PHD ,5274,VMS - Comparative Biosciences ,  ,  ,30,8,22,0,4,2,3,0,0,0,0,21,0,2,28,10KS5274PHD
120241,LG ,Labor & Employment,568,CERT ,5715,Human Resource Management ,  ,  ,3,3,0,0,2,0,0,0,0,0,1,0,0,2,1,1PKS5715CERU
120241,LG ,Labor & Employment,568,CERT ,6125,Fundamentals of Human Resource ,  ,  ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1PKS6125CERU
120241,LG ,Labor & Employment,568,CERT ,6126,Compensation Best Practices ,  ,  ,2,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1PKS6126CERU
120241,LG ,Labor & Employment,568,MHRIR ,364,Human Res & Industrial Rels ,  ,  ,110,39,71,0,36,20,9,11,0,0,1,33,0,67,43,10KS0364MHRI
120241,LG ,Labor & Employment,568,MHRIR ,364,Human Res & Industrial Rels ,  ,  ,95,25,69,1,54,10,15,11,0,0,2,1,2,43,52,10KS0364MHRU
120241,LG ,Labor & Employment,568,PHD ,364,Human Res & Industrial Rels ,  ,  ,15,3,12,0,2,1,0,1,0,0,0,11,0,1,14,10KS0364PHD
120241,LL ,Social Work,783,BSW ,365,Social Work ,  ,  ,238,28,209,1,124,21,19,60,0,1,11,2,0,229,9,10LL0365BSW
120241,LL ,Social Work,783,BSW ,365,Social Work ,  ,  ,22,4,18,0,18,1,1,2,0,0,0,0,0,22,0,10LL0365BSWX
120241,LL ,Social Work,783,MSW ,365,Social Work ,5510,Advanced Clinical Practice ,129,14,114,1,66,10,14,32,0,0,7,0,0,124,5,10KS0365MSW
120241,LL ,Social Work,783,MSW ,365,Social Work ,5510,Advanced Clinical Practice ,214,30,183,1,153,1,32,18,1,0,9,0,0,206,8,10KS0365MSWX
120241,LL ,Social Work,783,MSW ,365,Social Work ,5559,Leadership and Social Change ,12,2,10,0,7,0,1,3,0,0,0,0,1,12,0,10KS0365MSW
120241,LL ,Social Work,783,MSW ,365,Social Work ,5559,Leadership and Social Change ,35,9,26,0,22,1,5,6,0,0,1,0,0,29,6,10KS0365MSWX
120241,LL ,Social Work,783,NDEG ,365,Social Work ,  ,  ,9,2,7,0,6,0,3,0,0,0,0,0,0,9,0,10KS0365NDEG
120241,LL ,Social Work,783,NDEG ,365,Social Work ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10LL0365NDEG
120241,LL ,Social Work,783,PHD ,365,Social Work ,  ,  ,31,7,24,0,8,3,2,6,0,0,0,12,0,12,19,10KS0365PHD
120241,LN ,Center Innov in Teach Learn ,641,NDEG ,1249,Nondegree-CE ,  ,  ,111,41,69,1,68,14,2,8,0,0,4,8,7,2,109,10LN1249NDEJ
120241,LN ,Center Innov in Teach Learn ,641,NDEG ,1249,Nondegree-CE ,  ,  ,78,37,39,2,19,14,4,6,0,0,3,3,29,0,78,10LN1249NDEX
120241,LP ,Ischool,468,PHD ,5094,Informatics ,  ,  ,70,39,31,0,14,8,6,2,0,0,0,40,0,18,52,10KS5094PHD
120241,LP ,Ischool,992,BS ,5695,Information Sciences ,  ,  ,407,210,196,1,86,162,38,42,0,0,9,62,8,303,104,10LP5695BS
120241,LP ,Ischool,992,BS ,6074,Information Sciences + DS ,  ,  ,186,115,71,0,35,73,2,8,0,0,4,62,2,86,100,10LP6074BS
120241,LP ,Ischool,992,CAS ,370,Library & Information Science ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,10KS0370CAS
120241,LP ,Ischool,992,CAS ,370,Library & Information Science ,  ,  ,8,1,7,0,5,0,0,3,0,0,0,0,0,8,0,10KS0370CASU
120241,LP ,Ischool,992,MS ,370,Library & Information Science ,  ,  ,204,38,165,1,136,13,9,21,0,0,13,11,1,108,96,10KS0370MS
120241,LP ,Ischool,992,MS ,370,Library & Information Science ,  ,  ,374,52,306,16,277,21,17,38,0,0,14,2,5,226,148,10KS0370MSU
120241,LP ,Ischool,992,MS ,4026,Bioinformatics ,5956,Information Sciences ,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,10KS5956MS
120241,LP ,Ischool,992,MS ,5581,Information Management ,  ,  ,232,117,115,0,1,9,0,0,0,0,1,221,0,7,225,1PKS5581MS
120241,LP ,Ischool,992,NDEG ,370,Library & Information Science ,  ,  ,52,4,48,0,28,2,3,5,0,0,0,0,14,0,52,10KS0370NDEU
120241,LP ,Ischool,992,NDEG ,5695,Information Sciences ,  ,  ,6,6,0,0,2,1,2,1,0,0,0,0,0,6,0,10LP5695NDEG
120241,LP ,Ischool,992,PHD ,370,Library & Information Science ,  ,  ,8,2,6,0,2,1,1,1,0,0,0,3,0,3,5,10KS0370PHD
120241,LP ,Ischool,992,PHD ,5695,Information Sciences ,  ,  ,113,50,63,0,18,8,10,8,0,0,1,68,0,15,98,10KS5695PHD
120241,LT ,Carle,869,MD ,5641,Medicine - Carle Illinois COM ,  ,  ,208,102,103,3,71,100,10,9,0,0,10,0,8,47,161,10LT5641MD
120241,NB ,Provost,593,NDEG ,67,Nondegree ,  ,  ,3,3,0,0,2,0,1,0,0,0,0,0,0,3,0,10NB0067NDEG
 ,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
