Term/Year Code,"Coll
",College,"Dept
","Degree
",Major_Code,Major_Name,Conc_code,Concentration_Name,Total,Men,Women,Unknown_Sex,Caucasian,Asian_American,African_American,Hispanic,Native_American,Pacific_Isl,Multiracial,International,Unknown,Illinois_Resident,Non-Illinois_Resident,Academic_Program_Code
120241,KN ,Education,335,BS ,5391,Learning and Education Studies ,5417,"Dig. Env. Lrnng, Tchng, Agency ",12,2,10,0,4,3,0,1,0,0,2,2,0,9,3,10KN5391BS
120241,KN ,Education,335,NDEG ,67,Nondegree ,  ,  ,9,2,7,0,5,0,0,2,0,0,0,2,0,7,2,10KN0067NDEG
120241,KN ,Education,570,BS ,93,Special Education ,  ,  ,82,13,69,0,65,3,0,10,0,0,3,0,1,81,1,10KN0093BS
120241,KN ,Education,570,EDM ,93,Special Education ,  ,  ,11,1,10,0,5,1,0,1,0,0,1,3,0,7,4,10KS0093EDM
120241,KN ,Education,570,EDM ,93,Special Education ,  ,  ,14,3,11,0,11,0,0,2,0,0,0,0,1,13,1,10KS0093EDMX
120241,KN ,Education,570,NDEG ,93,Special Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10KS0093NDEU
120241,KN ,Education,570,PHD ,93,Special Education ,  ,  ,24,3,21,0,9,2,3,2,0,0,1,7,0,11,13,10KS0093PHD
120241,KN ,Education,613,BS ,94,Early Childhood Education ,  ,  ,77,5,72,0,28,12,7,21,0,0,4,5,0,70,7,10KN0094BS
120241,KN ,Education,613,BS ,94,Early Childhood Education ,6135,Prof Education Licensure ,21,0,21,0,15,0,2,3,0,0,0,0,1,21,0,10KN6135BSU
120241,KN ,Education,613,BS ,94,Early Childhood Education ,6136,Prof Education Non-Licensure ,13,0,13,0,9,0,2,2,0,0,0,0,0,13,0,10KN6136BSU
120241,KN ,Education,613,BS ,95,Elementary Education ,  ,  ,320,20,300,0,204,33,15,53,0,0,13,1,1,313,7,10KN0095BS
120241,KN ,Education,613,BS ,5422,Middle Grades Education ,  ,  ,20,3,17,0,8,3,4,2,0,0,2,0,1,20,0,10KN5422BS
120241,KN ,Education,613,BS ,5422,Middle Grades Education ,5423,Literacy ,33,3,30,0,20,1,2,8,0,0,2,0,0,33,0,10KN5422BS
120241,KN ,Education,613,BS ,5422,Middle Grades Education ,5424,Mathematics ,40,11,29,0,16,9,5,8,0,0,2,0,0,40,0,10KN5422BS
120241,KN ,Education,613,BS ,5422,Middle Grades Education ,5425,Science ,7,4,3,0,4,1,1,1,0,0,0,0,0,7,0,10KN5422BS
120241,KN ,Education,613,BS ,5422,Middle Grades Education ,5426,Social Science ,9,2,7,0,3,1,0,5,0,0,0,0,0,9,0,10KN5422BS
120241,KN ,Education,613,BS ,6081,Computer Science & Education ,6069,Learning Sciences ,19,13,6,0,5,10,0,1,0,0,0,3,0,8,11,10KN6069BS
120241,KN ,Education,613,BS ,6081,Computer Science & Education ,6082,Secondary Education ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10KN6082BS
120241,KN ,Education,613,BS ,8527,Secondary Education ,5227,Mathematics ,19,6,13,0,7,0,2,8,0,0,1,1,0,18,1,10KN5227BS
120241,KN ,Education,613,EDM ,95,Elementary Education ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KS0095EDM
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,  ,  ,28,4,24,0,17,2,3,3,0,0,0,3,0,23,5,10KS1144EDM
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,  ,  ,26,6,20,0,19,2,2,1,0,0,0,0,2,19,7,10KS1144EDMU
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,5866,Bilingual-Bicultural Education ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KS1144EDM
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,5866,Bilingual-Bicultural Education ,10,2,8,0,4,0,1,4,0,0,0,1,0,6,4,10KS1144EDMU
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,5867,Digital Learning ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KS1144EDM
120241,KN ,Education,613,EDM ,1144,Curriculum and Instruction ,5867,Digital Learning ,18,3,15,0,12,3,0,0,0,0,0,1,2,11,7,10KS1144EDMU
120241,KN ,Education,613,EDM ,5082,Early Childhood Education ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS5082EDM
120241,KN ,Education,613,EDM ,8527,Secondary Education ,5224,English ,4,1,3,0,1,1,0,2,0,0,0,0,0,3,1,10KS8527EDM
120241,KN ,Education,613,EDM ,8527,Secondary Education ,5225,Social Studies ,4,3,1,0,3,0,1,0,0,0,0,0,0,4,0,10KS8527EDM
120241,KN ,Education,613,EDM ,8527,Secondary Education ,5226,Sciences ,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,10KS8527EDM
120241,KN ,Education,613,MA ,1144,Curriculum and Instruction ,  ,  ,3,1,2,0,0,0,0,1,0,0,0,2,0,1,2,10KS1144MA
120241,KN ,Education,613,MS ,1144,Curriculum and Instruction ,  ,  ,2,0,2,0,0,0,0,1,0,0,0,1,0,1,1,10KS1144MS
120241,KN ,Education,613,NDEG ,1144,Curriculum and Instruction ,  ,  ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,2,10KS1144NDEG
120241,KN ,Education,613,NDEG ,1144,Curriculum and Instruction ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10KS1144NDEU
120241,KN ,Education,613,NDEG ,1144,Curriculum and Instruction ,  ,  ,17,6,10,1,15,0,0,0,0,0,1,0,1,0,17,1EKS1144NDEU
120241,KN ,Education,613,PHD ,1144,Curriculum and Instruction ,  ,  ,53,16,37,0,15,3,8,1,0,0,0,26,0,17,36,10KS1144PHD
120241,KN ,Education,616,MS ,5865,Educational Psychology ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS5865MS
120241,KN ,Education,616,MS ,5998,Mental Health Counseling ,  ,  ,9,1,8,0,2,1,1,0,0,0,0,5,0,4,5,1PKS5998MS
120241,KN ,Education,616,PHD ,5865,Educational Psychology ,  ,  ,47,13,34,0,10,6,9,3,0,0,3,15,1,11,36,10KS5865PHD
120241,KN ,Education,616,PHD ,5865,Educational Psychology ,5867,Digital Learning ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KS5865PHD
120241,KN ,Education,760,CAS ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KS5399CASX
120241,KN ,Education,760,CAS ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KS5399CAS
120241,KN ,Education,760,CERT ,6098,International Ed Leadership ,  ,  ,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1PKS6098CERU
120241,KN ,Education,760,CERT ,6099,Learning Design and Leadership ,  ,  ,3,1,2,0,1,0,0,1,0,0,1,0,0,1,2,1PKS6099CERU
120241,KN ,Education,760,CERT ,6117,Instruct Sys Design Mgmt Lead ,  ,  ,4,2,2,0,2,0,1,1,0,0,0,0,0,2,2,1PKS6117CERU
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,8,4,4,0,3,0,1,3,0,0,1,0,0,8,0,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,11,5,6,0,6,0,4,1,0,0,0,0,0,10,1,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,42,19,23,0,26,3,5,8,0,0,0,0,0,42,0,10KS5399EDDX
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,4,1,3,0,3,0,0,0,0,1,0,0,0,4,0,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,44,17,27,0,21,4,7,4,0,0,0,2,6,11,33,10KS5399EDDU
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,6,3,3,0,6,0,0,0,0,0,0,0,0,5,1,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,81,29,52,0,50,4,7,4,0,0,2,2,12,31,50,10KS5399EDDU
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,4,0,4,0,2,0,0,2,0,0,0,0,0,4,0,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,55,21,34,0,32,6,3,7,0,0,0,1,6,5,50,10KS5399EDDU
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,11,3,8,0,3,0,3,4,0,0,0,1,0,10,1,10KS5399EDD
120241,KN ,Education,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,114,34,77,3,43,8,33,18,0,1,7,1,3,35,79,10KS5399EDDU
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,9,4,5,0,3,1,1,3,0,0,0,1,0,9,0,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,16,3,13,0,13,0,0,0,0,0,1,1,1,15,1,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,16,4,12,0,9,2,4,1,0,0,0,0,0,16,0,10KS5399EDMX
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,11,2,9,0,7,0,2,1,0,0,0,1,0,10,1,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,11,3,8,0,5,0,1,3,0,0,0,1,1,5,6,10KS5399EDMU
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,24,9,15,0,20,1,2,0,0,0,0,0,1,15,9,10KS5399EDMU
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,4,1,3,0,2,1,0,1,0,0,0,0,0,4,0,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,22,3,19,0,17,2,3,0,0,0,0,0,0,13,9,10KS5399EDMU
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,2,1,1,0,0,0,1,1,0,0,0,0,0,2,0,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,13,3,10,0,6,0,2,3,0,0,1,1,0,13,0,10KS5399EDM
120241,KN ,Education,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,73,19,53,1,43,7,7,9,0,0,3,0,4,32,41,10KS5399EDMU
120241,KN ,Education,760,MA ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,3,2,1,0,2,0,0,0,0,0,1,0,0,3,0,10KS5399MA
120241,KN ,Education,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,5,1,4,0,0,0,4,0,0,0,1,0,0,0,5,10KS5399NDEG
120241,KN ,Education,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,5,2,2,1,1,0,0,1,0,0,0,0,3,0,5,10KS5399NDEU
120241,KN ,Education,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,54,12,40,2,22,1,8,1,0,0,3,1,18,0,54,1PKS5399NDEU
120241,KN ,Education,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10KS5399NDEU
120241,KN ,Education,760,PHD ,209,Ed Organization and Leadership ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10KS0209PHD
120241,KN ,Education,760,PHD ,220,Educational Policy Studies ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,1,1,10KS0220PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,3,1,2,0,1,0,0,0,0,0,0,2,0,1,2,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,21,6,15,0,7,1,7,3,0,0,0,3,0,13,8,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,4,3,1,0,3,0,0,0,0,0,0,1,0,3,1,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,19,2,17,0,2,4,3,1,0,0,0,9,0,7,12,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,7,5,2,0,4,0,0,0,0,0,0,3,0,2,5,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,22,3,19,0,4,1,1,3,0,0,0,12,1,5,17,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,16,6,10,0,3,0,6,3,0,0,2,2,0,8,8,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5506,History of Education ,5,2,3,0,3,0,1,0,0,0,0,1,0,3,2,10KS5399PHD
120241,KN ,Education,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5507,Philosophy of Education ,7,2,5,0,0,1,1,1,0,0,0,4,0,0,7,10KS5399PHD
120241,KP ,Engineering,227,BS ,5163,Agricultural & Biological Engr ,  ,  ,16,7,9,0,9,3,0,2,0,0,0,2,0,10,6,10KP5163BS
120241,KP ,Engineering,227,BS ,5163,Agricultural & Biological Engr ,5270,Agricultural Engineering ,12,8,4,0,9,0,0,2,0,0,0,1,0,10,2,10KP5163BS
120241,KP ,Engineering,227,BS ,5163,Agricultural & Biological Engr ,5271,Biological Engineering ,8,3,5,0,4,2,0,1,0,0,0,1,0,7,1,10KP5163BS
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,5370,Energy Systems ,11,7,4,0,1,1,0,0,0,0,0,9,0,2,9,1PKS5370MENG
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,5370,Energy Systems ,11,9,2,0,9,1,0,0,0,0,0,0,1,6,5,1PKS5370MENU
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,5982,Autonomy and Robotics ,28,24,4,0,0,2,0,0,0,0,0,26,0,1,27,1PKS5982MENG
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,6120,Digital Agriculture ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1PKS6120MENU
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,6149,Chemical Engineering Leadershp ,2,0,2,0,1,1,0,0,0,0,0,0,0,2,0,1PKS6149MENG
120241,KP ,Engineering,227,MENGR ,1211,Engineering ,6149,Chemical Engineering Leadershp ,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1PKS6149MENU
120241,KP ,Engineering,227,MS ,5163,Agricultural & Biological Engr ,  ,  ,11,6,5,0,0,0,0,0,0,0,1,10,0,1,10,10KS5163MS
120241,KP ,Engineering,227,NDEG ,67,Nondegree ,  ,  ,94,68,26,0,12,2,0,1,0,0,2,76,1,16,78,10KP0067NDEG
120241,KP ,Engineering,227,NDEG ,1211,Engineering ,  ,  ,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,10KP1211NDEU
120241,KP ,Engineering,227,NDEG ,1211,Engineering ,  ,  ,34,24,10,0,15,4,1,2,0,0,0,7,5,0,34,10KS1211NDEU
120241,KP ,Engineering,227,PHD ,5163,Agricultural & Biological Engr ,  ,  ,43,25,17,1,11,1,0,1,0,0,1,29,0,4,39,10KS5163PHD
120241,KP ,Engineering,227,PHD ,5163,Agricultural & Biological Engr ,5511,Computational Sci & Engr ,7,7,0,0,0,0,0,0,0,0,0,7,0,0,7,10KS5163PHD
120241,KP ,Engineering,227,PHD ,5163,Agricultural & Biological Engr ,6091,Data Science and Engineering ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,10KS5163PHD
120241,KP ,Engineering,244,BS ,121,Engineering Physics ,  ,  ,161,135,26,0,65,43,0,11,0,0,4,38,0,89,72,10KP0121BS
120241,KP ,Engineering,244,BS ,240,Physics ,  ,  ,248,203,45,0,92,61,3,11,0,0,13,65,3,128,120,10KP0240BS
120241,KP ,Engineering,244,MENGR ,1211,Engineering ,6084,Instrumentation & Applied Phys ,13,12,1,0,8,0,0,1,0,0,0,4,0,5,8,1PKS6084MENG
120241,KP ,Engineering,244,MS ,240,Physics ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,1,1,10KS0240MS
120241,KP ,Engineering,244,PHD ,240,Physics ,  ,  ,307,218,89,0,107,30,1,22,0,0,15,129,3,21,286,10KS0240PHD
120241,KP ,Engineering,244,PHD ,240,Physics ,5511,Computational Sci & Engr ,6,4,2,0,2,0,0,0,0,0,0,4,0,0,6,10KS0240PHD
120241,KP ,Engineering,244,PHD ,240,Physics ,6091,Data Science and Engineering ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,10KS0240PHD
120241,KP ,Engineering,251,BS ,106,Civil Engineering ,  ,  ,630,406,224,0,308,108,15,97,0,1,28,65,8,471,159,10KP0106BS
120241,KP ,Engineering,251,BS ,1233,Environmental Engineering ,  ,  ,17,8,9,0,10,3,0,4,0,0,0,0,0,14,3,10KP1233BS
120241,KP ,Engineering,251,MS ,106,Civil Engineering ,  ,  ,152,113,39,0,32,5,0,3,0,0,2,110,0,28,124,10KS0106MS
120241,KP ,Engineering,251,MS ,106,Civil Engineering ,  ,  ,76,56,17,3,44,10,3,9,0,0,3,3,4,23,53,10KS0106MSU
120241,KP ,Engineering,251,MS ,231,Environ Engr in Civil Engr ,  ,  ,21,12,9,0,7,0,0,0,0,0,0,14,0,5,16,10KS0231MS
120241,KP ,Engineering,251,MS ,231,Environ Engr in Civil Engr ,  ,  ,12,6,6,0,8,1,0,2,0,0,1,0,0,5,7,10KS0231MSU
120241,KP ,Engineering,251,NDEG ,106,Civil Engineering ,  ,  ,6,4,2,0,0,0,0,0,0,0,0,6,0,0,6,10KP0106NDEX
120241,KP ,Engineering,251,PHD ,106,Civil Engineering ,  ,  ,172,116,56,0,10,3,1,2,0,0,0,154,2,5,167,10KS0106PHD
120241,KP ,Engineering,251,PHD ,106,Civil Engineering ,5511,Computational Sci & Engr ,27,20,7,0,1,0,0,0,0,0,0,26,0,0,27,10KS0106PHD
120241,KP ,Engineering,251,PHD ,106,Civil Engineering ,6091,Data Science and Engineering ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS0106PHD
120241,KP ,Engineering,251,PHD ,231,Environ Engr in Civil Engr ,  ,  ,48,21,27,0,6,2,0,2,0,0,2,36,0,2,46,10KS0231PHD
120241,KP ,Engineering,251,PHD ,231,Environ Engr in Civil Engr ,5511,Computational Sci & Engr ,7,4,3,0,0,1,0,0,0,0,0,6,0,0,7,10KS0231PHD
120241,KP ,Engineering,343,BS ,408,Bioengineering ,  ,  ,335,145,190,0,113,138,8,24,0,0,19,24,9,250,85,10KP0408BS
120241,KP ,Engineering,343,BS ,6131,Neural Engineering ,  ,  ,21,13,8,0,11,8,0,1,0,0,0,1,0,18,3,10KP6131BS
120241,KP ,Engineering,343,MENGR ,408,Bioengineering ,5542,General Bioengineering ,16,8,8,0,5,5,0,1,0,0,0,5,0,10,6,1PKS5542MENG
120241,KP ,Engineering,343,MENGR ,408,Bioengineering ,5542,General Bioengineering ,22,13,9,0,9,6,3,2,0,0,2,0,0,9,13,1PKS5542MENU
120241,KP ,Engineering,343,MENGR ,408,Bioengineering ,5545,Bioinstrumentation ,12,8,4,0,3,3,0,2,0,0,0,4,0,7,5,1PKS5545MENG
120241,KP ,Engineering,343,MENGR ,408,Bioengineering ,5545,Bioinstrumentation ,6,2,4,0,5,1,0,0,0,0,0,0,0,1,5,1PKS5545MENU
120241,KP ,Engineering,343,MS ,408,Bioengineering ,  ,  ,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,10KS0408MS
120241,KP ,Engineering,343,MS ,6019,Biomedical Image Computing ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,1PKS6019MS
120241,KP ,Engineering,343,MS ,6019,Biomedical Image Computing ,  ,  ,2,2,0,0,0,1,0,0,0,0,0,0,1,0,2,1PKS6019MSU
120241,KP ,Engineering,343,PHD ,408,Bioengineering ,  ,  ,114,72,42,0,26,11,0,6,0,0,2,69,0,12,102,10KS0408PHD
120241,KP ,Engineering,343,PHD ,408,Bioengineering ,5511,Computational Sci & Engr ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10KS0408PHD
120241,KP ,Engineering,343,PHD ,408,Bioengineering ,6091,Data Science and Engineering ,3,1,2,0,0,1,0,0,0,0,0,2,0,0,3,10KS0408PHD
120241,KP ,Engineering,422,BS ,127,Industrial Engineering ,  ,  ,274,202,72,0,95,84,5,12,0,0,9,61,8,164,110,10KP0127BS
120241,KP ,Engineering,422,BS ,5532,Systems Engineering and Design ,  ,  ,302,214,88,0,112,74,6,41,0,0,12,47,10,198,104,10KP5532BS
120241,KP ,Engineering,422,MS ,127,Industrial Engineering ,  ,  ,33,29,4,0,0,0,0,0,0,0,1,32,0,1,32,10KS0127MS
120241,KP ,Engineering,422,MS ,127,Industrial Engineering ,  ,  ,3,2,1,0,1,1,0,0,0,0,1,0,0,0,3,10KS0127MSU
120241,KP ,Engineering,422,MS ,127,Industrial Engineering ,5511,Computational Sci & Engr ,3,1,2,0,0,0,0,0,0,0,0,3,0,0,3,10KS0127MS
120241,KP ,Engineering,422,MS ,127,Industrial Engineering ,5539,Advanced Analytics in IESE ,31,29,2,0,0,0,0,0,0,0,0,31,0,0,31,10KS0127MS
120241,KP ,Engineering,422,MS ,127,Industrial Engineering ,5539,Advanced Analytics in IESE ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KS0127MSU
120241,KP ,Engineering,422,MS ,3846,Systems & Entrepreneurial Engr ,  ,  ,7,5,2,0,4,1,0,1,0,0,0,1,0,4,3,10KS3846MS
120241,KP ,Engineering,422,PHD ,127,Industrial Engineering ,  ,  ,50,35,15,0,5,8,1,1,0,0,1,34,0,4,46,10KS0127PHD
120241,KP ,Engineering,422,PHD ,127,Industrial Engineering ,6091,Data Science and Engineering ,6,5,1,0,0,0,0,0,0,0,0,6,0,0,6,10KS0127PHD
120241,KP ,Engineering,422,PHD ,3846,Systems & Entrepreneurial Engr ,  ,  ,18,12,6,0,2,0,0,1,0,0,1,14,0,2,16,10KS3846PHD
120241,KP ,Engineering,434,BS ,112,Computer Science ,  ,  ,1212,795,417,0,185,563,26,76,0,0,40,302,20,607,605,10KP0112BS
120241,KP ,Engineering,434,BS ,112,Computer Science ,1854,CS:BS/MS Program ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10KP1854BS
120241,KP ,Engineering,434,BS ,112,Computer Science ,5458,BS/MCS Computer Science ,86,56,30,0,9,52,1,0,0,0,2,21,1,24,62,10KP5458BS
120241,KP ,Engineering,434,CERT ,6079,Computing Fundamentals ,  ,  ,5,4,1,0,3,1,0,1,0,0,0,0,0,5,0,10KS6079CERT
120241,KP ,Engineering,434,CERT ,6079,Computing Fundamentals ,  ,  ,18,7,11,0,5,3,1,3,0,0,1,1,4,7,11,10KS6079CERU
120241,KP ,Engineering,434,MCS ,112,Computer Science ,  ,  ,452,370,80,2,8,58,1,1,1,0,5,374,4,34,418,10KS0112MCS
120241,KP ,Engineering,434,MCS ,112,Computer Science ,  ,  ,25,20,5,0,10,14,0,1,0,0,0,0,0,19,6,10KS0112MCSX
120241,KP ,Engineering,434,MCS ,112,Computer Science ,  ,  ,1305,970,317,18,293,431,18,70,0,2,28,231,232,184,1121,1SKS0112MCSU
120241,KP ,Engineering,434,MCS ,112,Computer Science ,5458,BS/MCS Computer Science ,59,45,14,0,5,38,0,1,0,0,1,13,1,24,35,10KS5458MCS
120241,KP ,Engineering,434,MS ,112,Computer Science ,  ,  ,122,102,20,0,7,12,0,1,0,0,2,100,0,6,116,10KS0112MS
120241,KP ,Engineering,434,MS ,112,Computer Science ,1854,CS:BS/MS Program ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS1854MS
120241,KP ,Engineering,434,MS ,4026,Bioinformatics ,4028,Computer Science ,2,2,0,0,0,1,0,0,0,0,0,1,0,1,1,10KS4028MS
120241,KP ,Engineering,434,NDEG ,112,Computer Science ,  ,  ,10,9,1,0,4,2,0,0,0,0,0,1,3,0,10,1SKS0112NDEU
120241,KP ,Engineering,434,PHD ,112,Computer Science ,  ,  ,485,358,127,0,65,60,8,17,0,0,2,329,4,20,465,10KS0112PHD
120241,KP ,Engineering,434,PHD ,112,Computer Science ,5511,Computational Sci & Engr ,2,2,0,0,0,0,1,0,0,0,0,1,0,0,2,10KS0112PHD
120241,KP ,Engineering,545,MS ,5244,Financial Engineering ,  ,  ,13,12,1,0,0,0,0,0,0,0,0,13,0,0,13,10KS5244MS
120241,KP ,Engineering,545,MS ,5244,Financial Engineering ,5511,Computational Sci & Engr ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS5244MS
120241,KP ,Engineering,545,MS ,5244,Financial Engineering ,5539,Advanced Analytics in IESE ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,10KS5244MS
120241,KP ,Engineering,545,MS ,5244,Financial Engineering ,5877,Data Analytics in Finance ,9,5,4,0,0,0,0,1,0,0,0,8,0,1,8,10KS5244MS
120241,KP ,Engineering,545,MS ,5244,Financial Engineering ,6123,Automated Trading Practices ,7,7,0,0,0,1,0,0,0,0,0,6,0,1,6,10KS5244MS
120241,KP ,Engineering,545,NONE ,5333,Engineering Undeclared ,  ,  ,286,192,94,0,87,54,13,69,0,0,9,49,5,201,85,10KP5333NONE
120241,KP ,Engineering,615,BS ,4048,Aerospace Engineering ,  ,  ,627,512,115,0,268,165,7,78,0,0,34,63,12,409,218,10KP4048BS
120241,KP ,Engineering,615,MENGR ,1211,Engineering ,5862,Aerospace Systems Engineering ,4,4,0,0,1,2,0,0,0,0,0,1,0,2,2,1PKS5862MENG
120241,KP ,Engineering,615,MENGR ,1211,Engineering ,5862,Aerospace Systems Engineering ,8,7,1,0,3,2,0,2,0,0,1,0,0,3,5,1PKS5862MENU
120241,KP ,Engineering,615,MS ,4048,Aerospace Engineering ,  ,  ,76,61,15,0,13,12,4,3,0,0,3,41,0,14,62,10KS4048MS
120241,KP ,Engineering,615,MS ,4048,Aerospace Engineering ,  ,  ,51,45,6,0,27,15,0,5,0,0,2,1,1,9,42,10KS4048MSU
