iter	Passed	Remaining
1660	56817	45802
1661	56852	45769
1662	56877	45728
1663	56908	45691
1664	57043	45737
1665	57071	45697
1666	57093	45654
1667	57111	45607
1668	57133	45562
1669	57244	45589
1670	57268	45547
1671	57292	45505
1672	57313	45460
1673	57331	45413
1674	57458	45452
1675	57482	45410
1676	57505	45366
1677	57525	45320
1678	57593	45313
1679	57657	45302
1680	57677	45256
1681	57696	45210
1682	57714	45163
1683	57828	45191
1684	57859	45154
1685	57882	45111
1686	57905	45067
1687	57924	45022
1688	57943	44975
1689	58038	44988
1690	58075	44956
1691	58096	44911
1692	58112	44862
1693	58130	44816
1694	58234	44835
1695	58258	44793
1696	58278	44747
1697	58297	44701
1698	58315	44654
1699	58331	44606
1700	58392	44592
1701	58448	44574
1702	58470	44530
1703	58488	44484
1704	58506	44437
1705	58523	44390
1706	58560	44357
1707	58663	44375
1708	58687	44332
1709	58707	44288
1710	58725	44241
1711	58742	44194
1712	58759	44146
1713	58804	44120
1714	58889	44123
1715	58911	44080
1716	58935	44038
1717	58954	43993
1718	58973	43947
1719	58991	43900
1720	59007	43853
1721	59132	43885
1722	59161	43847
1723	59187	43806
1724	59208	43762
1725	59226	43716
1726	59340	43741
1727	59375	43707
1728	59396	43663
1729	59414	43616
1730	59428	43567
1731	59445	43519
1732	59539	43529
1733	59571	43493
1734	59589	43447
1735	59607	43400
1736	59622	43352
1737	59727	43369
1738	59755	43330
1739	59777	43287
1740	59795	43241
1741	59813	43194
1742	59830	43147
1743	59934	43163
1744	59960	43123
1745	59981	43079
1746	59999	43033
1747	60017	42987
1748	60034	42940
1749	60142	42958
1750	60165	42916
1751	60186	42872
1752	60207	42828
1753	60226	42783
1754	60243	42736
1755	60349	42753
1756	60374	42712
1757	60392	42666
1758	60408	42619
1759	60426	42573
1760	60550	42601
1761	60573	42559
1762	60592	42514
1763	60716	42542
1764	60748	42506
1765	60769	42463
1766	60787	42416
1767	60804	42370
1768	60821	42324
1769	60838	42277
1770	60942	42291
1771	60965	42249
1772	60983	42203
1773	61001	42157
1774	61021	42113
1775	61039	42067
1776	61144	42082
1777	61170	42041
1778	61191	41998
1779	61208	41951
1780	61223	41904
1781	61238	41856
1782	61252	41808
1783	61372	41832
1784	61401	41794
1785	61423	41751
1786	61449	41711
1787	61470	41667
1788	61482	41618
1789	61588	41632
1790	61620	41596
1791	61639	41551
1792	61656	41505
1793	61674	41460
1794	61689	41413
1795	61706	41366
1796	61719	41318
1797	61768	41293
1798	61838	41282
1799	61857	41238
1800	61883	41198
1801	61903	41154
1802	61918	41107
1803	61934	41060
1804	62049	41080
1805	62068	41035
1806	62085	40989
1807	62101	40942
1808	62114	40894
1809	62224	40910
1810	62244	40866
1811	62262	40821
1812	62279	40775
1813	62295	40728
1814	62309	40681
1815	62387	40675
1816	62470	40672
1817	62492	40630
1818	62514	40588
1819	62529	40541
1820	62544	40494
1821	62583	40462
1822	62664	40458
1823	62683	40414
1824	62701	40369
1825	62718	40324
1826	62735	40278
1827	62842	40290
1828	62863	40247
1829	62883	40204
1830	62902	40159
1831	62919	40114
1832	62936	40069
1833	63039	40078
1834	63067	40040
1835	63087	39996
1836	63107	39953
1837	63124	39907
1838	63137	39859
1839	63165	39821
1840	63258	39824
1841	63275	39779
1842	63291	39733
1843	63305	39686
1844	63320	39639
1845	63334	39592
1846	63347	39544
1847	63452	39554
1848	63475	39513
1849	63495	39469
1850	63513	39425
1851	63534	39383
1852	63551	39338
1853	63666	39353
1854	63692	39314
1855	63715	39272
1856	63731	39227
1857	63749	39182
1858	63764	39137
1859	63881	39153
1860	63905	39112
1861	63927	39070
1862	63946	39026
1863	63962	38981
1864	63980	38937
1865	63997	38892
1866	64097	38897
1867	64123	38858
1868	64142	38814
1869	64162	38771
1870	64179	38727
1871	64194	38681
1872	64210	38635
1873	64322	38648
1874	64345	38607
1875	64363	38563
1876	64382	38519
1877	64403	38477
1878	64420	38433
1879	64435	38387
1880	64459	38346
1881	64567	38356
1882	64593	38317
1883	64615	38275
1884	64631	38230
1885	64645	38183
1886	64662	38139
1887	64675	38092
1888	64755	38085
1889	64803	38058
1890	64820	38015
1891	64836	37970
1892	64854	37925
1893	64868	37879
1894	64881	37833
1895	64899	37789
1896	65009	37799
1897	65033	37758
1898	65052	37715
1899	65070	37672
1900	65086	37627
1901	65102	37582
1902	65115	37536
1903	65127	37489
1904	65240	37500
1905	65260	37458
1906	65283	37417
1907	65302	37374
1908	65320	37331
1909	65337	37286
1910	65349	37239
1911	65362	37193
1912	65471	37202
1913	65494	37161
1914	65516	37120
1915	65534	37076
1916	65550	37032
1917	65567	36988
1918	65688	37003
1919	65709	36961
1920	65727	36918
1921	65742	36873
1922	65757	36828
1923	65774	36784
1924	65894	36798
1925	65914	36755
1926	65939	36716
1927	65956	36672
1928	65974	36629
1929	66033	36609
1930	66100	36593
1931	66118	36549
1932	66137	36507
1933	66154	36463
1934	66170	36419
1935	66186	36375
1936	66268	36367
1937	66307	36335
1938	66326	36293
1939	66344	36250
1940	66360	36206
1941	66376	36161
1942	66392	36117
1943	66489	36117
1944	66522	36082
1945	66542	36040
1946	66558	35997
1947	66574	35953
1948	66590	35909
1949	66616	35870
1950	66713	35870
1951	66728	35825
1952	66741	35780
1953	66757	35736
1954	66771	35690
1955	66868	35690
1956	66900	35655
1957	66914	35610
1958	66928	35565
1959	66941	35520
1960	66958	35476
1961	67069	35483
1962	67087	35440
1963	67103	35396
1964	67118	35352
1965	67132	35307
1966	67238	35311
1967	67257	35269
1968	67272	35224
1969	67289	35181
1970	67305	35138
1971	67410	35140
1972	67434	35101
1973	67455	35060
1974	67475	35019
1975	67493	34976
1976	67509	34933
1977	67603	34929
1978	67637	34895
1979	67657	34854
1980	67677	34812
1981	67692	34768
1982	67708	34724
1983	67724	34681
1984	67832	34685
1985	67856	34645
1986	67876	34604
1987	67894	34561
1988	67912	34519
1989	67929	34476
1990	68039	34481
1991	68066	34443
1992	68089	34403
1993	68111	34362
1994	68131	34321
1995	68259	34335
1996	68282	34295
1997	68301	34253
1998	68319	34210
1999	68335	34167
2000	68398	34148
2001	68464	34129
2002	68485	34088
2003	68504	34047
2004	68525	34006
2005	68542	33963
2006	68561	33921
2007	68577	33878
2008	68682	33879
2009	68703	33839
2010	68718	33795
2011	68760	33764
2012	68830	33748
2013	68847	33705
2014	68956	33708
2015	68979	33668
2016	69001	33628
2017	69022	33587
2018	69039	33545
2019	69056	33502
2020	69185	33514
2021	69209	33475
2022	69230	33434
2023	69250	33393
2024	69268	33351
2025	69285	33308
2026	69388	33307
2027	69408	33266
2028	69427	33225
2029	69448	33184
2030	69465	33142
2031	69574	33143
2032	69597	33104
2033	69618	33063
2034	69635	33021
2035	69651	32978
2036	69667	32935
2037	69730	32914
2038	69800	32897
2039	69816	32854
2040	69923	32854
2041	69941	32812
2042	69959	32771
2043	69974	32727
2044	70077	32725
2045	70099	32685
2046	70121	32645
2047	70139	32604
2048	70156	32561
2049	70171	32518
2050	70293	32525
2051	70322	32488
2052	70340	32446
2053	70361	32406
2054	70517	32427
2055	70540	32388
2056	70558	32346
2057	70575	32304
2058	70590	32261
2059	70697	32260
2060	70722	32221
2061	70740	32179
2062	70756	32137
2063	70772	32094
2064	70882	32094
2065	70901	32053
2066	70916	32010
2067	70932	31967
2068	70948	31925
2069	71068	31929
2070	71086	31887
2071	71102	31845
2072	71117	31802
2073	71131	31758
2074	71144	31715
2075	71158	31671
2076	71265	31669
2077	71287	31629
2078	71305	31588
2079	71321	31545
2080	71334	31502
2081	71347	31458
2082	71362	31415
2083	71464	31411
2084	71485	31371
2085	71503	31329
2086	71521	31288
2087	71536	31245
2088	71550	31202
2089	71565	31160
2090	71669	31156
2091	71688	31115
2092	71705	31073
2093	71721	31031
2094	71739	30990
2095	71756	30948
2096	71855	30941
2097	71872	30900
2098	71890	30859
2099	71907	30817
2100	71921	30774
2101	72017	30766
2102	72046	30730
2103	72065	30689
2104	72081	30647
2105	72095	30604
2106	72141	30575
2107	72209	30555
2108	72227	30514
2109	72251	30475
2110	72362	30474
2111	72379	30432
2112	72396	30390
2113	72412	30348
2114	72426	30306
2115	72439	30263
2116	72453	30220
2117	72558	30215
2118	72582	30176
2119	72602	30136
2120	72622	30096
2121	72641	30056
2122	72658	30014
2123	72791	30021
2124	72817	29983
2125	72839	29944
2126	72855	29902
2127	72871	29860
2128	72978	29856
2129	72995	29815
2130	73008	29771
2131	73022	29729
2132	73127	29724
2133	73143	29682
2134	73156	29639
2135	73202	29609
2136	73283	29594
2137	73297	29552
2138	73313	29510
2139	73415	29503
2140	73439	29465
2141	73460	29425
2142	73482	29386
2143	73501	29345
2144	73518	29304
2145	73619	29297
2146	73649	29260
2147	73671	29221
2148	73690	29181
2149	73709	29140
2150	73725	29099
2151	73832	29094
2152	73852	29053
2153	73869	29012
2154	73889	28972
2155	73906	28931
2156	74011	28925
2157	74027	28883
2158	74046	28843
2159	74065	28803
2160	74082	28762
2161	74175	28750
2162	74202	28713
2163	74220	28672
2164	74237	28631
2165	74253	28590
2166	74327	28571
2167	74372	28541
2168	74394	28502
2169	74415	28463
2170	74434	28422
2171	74452	28382
2172	74467	28340
2173	74569	28332
2174	74588	28292
2175	74608	28252
2176	74624	28211
2177	74640	28170
2178	74746	28163
2179	74766	28123
2180	74783	28082
2181	74906	28081
2182	74929	28042
2183	74950	28003
2184	74968	27963
2185	75082	27958
2186	75105	27919
2187	75125	27880
2188	75142	27839
2189	75156	27797
2190	75172	27756
2191	75261	27742
2192	75298	27709
2193	75319	27669
2194	75337	27629
2195	75355	27589
2196	75371	27548
2197	75387	27507
2198	75496	27500
2199	75519	27461
2200	75539	27422
2201	75558	27382
2202	75575	27341
2203	75593	27301
2204	75703	27294
2205	75723	27254
2206	75744	27215
2207	75761	27175
2208	75776	27133
2209	75791	27092
2210	75820	27056
2211	75905	27040
2212	75926	27001
2213	75946	26961
2214	75965	26922
2215	75983	26882
2216	76000	26841
2217	76105	26832
2218	76124	26792
2219	76144	26753
2220	76163	26713
2221	76180	26673
2222	76282	26662
2223	76304	26624
2224	76322	26584
2225	76338	26543
2226	76354	26502
2227	76454	26491
2228	76479	26453
2229	76499	26414
2230	76519	26375
2231	76536	26335
2232	76552	26294
2233	76573	26255
2234	76702	26253
2235	76721	26214
2236	76739	26174
2237	76758	26135
2238	76775	26094
2239	76790	26053
2240	76814	26016
2241	76907	26001
2242	76924	25961
2243	76940	25921
2244	76956	25880
2245	76974	25840
2246	77091	25834
2247	77122	25799
2248	77142	25760
2249	77158	25719
2250	77171	25678
2251	77185	25637
2252	77287	25625
2253	77304	25585
2254	77318	25544
2255	77335	25504
2256	77441	25493
2257	77459	25453
2258	77477	25414
2259	77493	25373
2260	77507	25333
2261	77607	25320
2262	77625	25280
2263	77640	25239
2264	77656	25199
2265	77670	25159
2266	77685	25118
2267	77791	25107
2268	77814	25069
2269	77839	25031
2270	77854	24991
2271	77869	24951
2272	77883	24910
2273	77913	24874
2274	77999	24857
2275	78016	24817
2276	78035	24778
2277	78048	24737
2278	78064	24696
2279	78143	24676
2280	78176	24642
2281	78195	24603
2282	78212	24563
2283	78227	24523
2284	78242	24482
2285	78347	24470
2286	78372	24433
2287	78393	24395
2288	78410	24355
2289	78428	24316
2290	78445	24276
2291	78551	24264
2292	78572	24226
2293	78593	24187
2294	78613	24149
2295	78632	24110
2296	78649	24070
2297	78724	24048
2298	78767	24017
2299	78784	23977
2300	78798	23937
2301	78815	23897
2302	78831	23858
2303	78845	23817
2304	78858	23777
2305	78960	23763
2306	78975	23723
2307	78991	23683
2308	79006	23643
2309	79021	23603
2310	79036	23564
2311	79138	23550
2312	79160	23511
2313	79182	23474
2314	79200	23435
2315	79219	23396
2316	79238	23357
2317	79355	23347
2318	79373	23308
2319	79392	23270
2320	79408	23230
2321	79423	23190
2322	79527	23177
2323	79549	23139
2324	79566	23099
2325	79584	23061
2326	79604	23022
2327	79619	22982
2328	79642	22945
2329	79734	22928
2330	79754	22889
2331	79773	22851
2332	79789	22811
2333	79805	22772
2334	79908	22757
2335	79921	22717
2336	80027	22703
2337	80046	22665
2338	80063	22625
2339	80082	22587
2340	80097	22547
2341	80113	22508
2342	80127	22468
2343	80224	22452
2344	80245	22414
2345	80261	22374
2346	80275	22334
2347	80291	22295
2348	80306	22256
2349	80411	22241
2350	80429	22202
2351	80445	22163
2352	80461	22124
2353	80476	22084
2354	80528	22055
2355	80581	22026
2356	80598	21987
2357	80613	21948
2358	80625	21908
2359	80640	21868
2360	80653	21828
2361	80758	21813
2362	80779	21775
2363	80795	21736
2364	80809	21697
2365	80825	21658
2366	80840	21618
2367	80854	21579
2368	80914	21552
2369	80972	21524
2370	80991	21486
2371	81009	21447
2372	81023	21408
2373	81035	21368
2374	81087	21338
2375	81149	21311
2376	81170	21274
2377	81189	21236
2378	81205	21197
2379	81221	21158
2380	81236	21119
2381	81340	21103
2382	81371	21068
2383	81389	21030
2384	81407	20991
2385	81422	20952
2386	81547	20942
2387	81567	20904
2388	81584	20865
2389	81601	20827
2390	81720	20814
2391	81746	20778
2392	81764	20740
2393	81783	20702
2394	81802	20664
2395	81921	20651
2396	81944	20614
2397	81966	20577
2398	81983	20538
2399	82114	20528
2400	82144	20493
2401	82161	20454
2402	82176	20415
2403	82192	20377
2404	82300	20361
2405	82322	20323
2406	82343	20286
2407	82370	20250
2408	82383	20211
2409	82398	20172
2410	82506	20156
2411	82529	20119
2412	82547	20080
2413	82563	20042
2414	82579	20003
2415	82595	19965
2416	82610	19926
2417	82711	19908
2418	82730	19870
2419	82746	19831
2420	82763	19793
2421	82775	19754
2422	82785	19714
2423	82862	19689
2424	82910	19659
2425	82929	19621
2426	82947	19583
2427	82965	19545
2428	83067	19527
2429	83094	19491
2430	83117	19454
2431	83136	19416
2432	83152	19378
2433	83167	19339
2434	83267	19320
2435	83293	19284
2436	83315	19247
2437	83334	19209
2438	83352	19172
2439	83368	19133
2440	83384	19095
2441	83489	19077
2442	83513	19040
2443	83536	19004
2444	83556	18966
2445	83575	18929
2446	83627	18899
2447	83691	18871
2448	83767	18846
2449	83813	18815
2450	83828	18776
2451	83844	18738
2452	83944	18718
2453	83968	18682
2454	83988	18645
2455	84008	18607
2456	84025	18569
2457	84041	18531
2458	84058	18493
2459	84166	18475
2460	84187	18438
2461	84205	18400
2462	84221	18362
2463	84241	18325
2464	84353	18307
2465	84374	18270
2466	84394	18233
2467	84411	18195
2468	84428	18157
2469	84446	18120
2470	84549	18100
2471	84573	18064
2472	84594	18027
2473	84611	17989
2474	84628	17951
2475	84645	17913
2476	84743	17892
2477	84768	17856
2478	84788	17819
2479	84807	17782
2480	84824	17744
2481	84842	17706
2482	84872	17671
2483	84964	17649
2484	84983	17612
2485	85003	17575
2486	85019	17537
2487	85045	17501
2488	85147	17481
2489	85171	17444
2490	85193	17408
2491	85211	17370
2492	85324	17352
2493	85346	17315
2494	85368	17279
2495	85386	17241
2496	85402	17203
2497	85429	17167
2498	85526	17146
2499	85547	17109
2500	85569	17072
2501	85587	17035
2502	85605	16997
2503	85622	16960
2504	85727	16940
2505	85749	16903
2506	85773	16867
2507	85795	16830
2508	85815	16793
2509	85928	16774
2510	85954	16739
2511	85973	16701
2512	85991	16664
2513	86007	16626
2514	86115	16606
2515	86207	16583
2516	86251	16551
2517	86268	16513
2518	86285	16476
2519	86301	16438
2520	86409	16418
2521	86433	16381
2522	86452	16344
2523	86465	16306
2524	86478	16268
2525	86590	16248
2526	86611	16211
2527	86628	16174
2528	86643	16136
2529	86658	16098
2530	86767	16078
2531	86788	16041
2532	86807	16004
2533	86822	15966
2534	86836	15928
2535	86849	15890
2536	86862	15852
2537	86953	15828
2538	86980	15792
2539	86998	15755
2540	87014	15718
2541	87027	15680
2542	87042	15642
2543	87149	15621
2544	87172	15584
2545	87193	15548
2546	87207	15510
2547	87223	15472
2548	87237	15435
2549	87252	15397
2550	87359	15376
2551	87377	15338
2552	87391	15301
2553	87407	15263
2554	87420	15225
2555	87490	15197
2556	87543	15166
2557	87560	15129
2558	87574	15091
2559	87679	15069
2560	87698	15032
2561	87714	14995
2562	87735	14959
2563	87751	14921
2564	87862	14900
2565	87884	14864
2566	87902	14827
2567	87919	14790
2568	87934	14752
2569	87950	14715
2570	88056	14693
2571	88097	14660
2572	88120	14624
2573	88140	14587
2574	88156	14550
2575	88173	14513
2576	88289	14492
2577	88309	14455
2578	88327	14418
2579	88346	14382
2580	88465	14361
2581	88485	14324
2582	88602	14303
2583	88625	14267
2584	88643	14231
2585	88754	14209
2586	88776	14172
2587	88791	14135
2588	88900	14112
2589	88921	14076
2590	88941	14039
2591	88959	14002
2592	88975	13965
2593	88991	13928
2594	89007	13891
2595	89110	13867
2596	89129	13831
2597	89144	13793
2598	89181	13759
2599	89275	13734
2600	89296	13698
2601	89314	13661
2602	89333	13624
2603	89348	13587
2604	89362	13550
2605	89464	13526
2606	89479	13488
2607	89588	13465
2608	89608	13429
2609	89626	13392
2610	89642	13355
2611	89662	13318
2612	89763	13294
2613	89783	13257
2614	89803	13221
2615	89823	13185
2616	89886	13155
2617	89950	13124
2618	89973	13088
2619	89992	13052
2620	90010	13015
2621	90028	12978
2622	90054	12943
2623	90143	12916
2624	90171	12881
2625	90268	12856
2626	90292	12820
2627	90312	12783
2628	90334	12747
2629	90458	12726
2630	90477	12689
2631	90496	12652
2632	90514	12616
2633	90615	12591
2634	90637	12555
2635	90655	12518
2636	90672	12481
2637	90690	12444
2638	90795	12420
2639	90818	12384
2640	90838	12347
2641	90856	12311
2642	90873	12274
2643	90890	12237
2644	90997	12213
2645	91023	12177
2646	91044	12141
2647	91062	12105
2648	91080	12068
2649	91096	12031
2650	91185	12004
2651	91219	11969
2652	91239	11933
2653	91256	11897
2654	91274	11860
2655	91292	11824
2656	91308	11787
2657	91413	11762
2658	91431	11725
2659	91449	11689
2660	91482	11654
2661	91572	11627
2662	91592	11590
2663	91610	11554
2664	91628	11517
2665	91704	11488
2666	91748	11455
2667	91767	11419
2668	91786	11383
2669	91801	11346
2670	91827	11310
2671	91920	11283
2672	91941	11247
2673	91960	11211
2674	91977	11174
2675	91993	11138
2676	92106	11113
2677	92129	11077
2678	92153	11041
2679	92174	11005
2680	92192	10969
2681	92271	10940
2682	92312	10906
2683	92332	10870
2684	92352	10834
2685	92369	10798
2686	92384	10761
2687	92410	10726
2688	92510	10699
2689	92535	10663
2690	92556	10627
2691	92577	10592
2692	92598	10556
2693	92711	10530
2694	92730	10494
2695	92747	10458
2696	92764	10421
2697	92780	10385
2698	92880	10358
2699	92897	10321
2700	93000	10295
2701	93019	10259
2702	93039	10222
2703	93056	10186
2704	93071	10150
2705	93142	10119
2706	93197	10087
2707	93219	10051
2708	93237	10015
2709	93253	9979
2710	93265	9942
2711	93279	9905
2712	93319	9871
2713	93392	9841
2714	93406	9805
2715	93417	9768
2716	93430	9731
2717	93514	9702
2718	93543	9667
2719	93559	9631
2720	93574	9594
2721	93601	9559
2722	93698	9531
2723	93716	9495
2724	93735	9459
2725	93749	9423
2726	93765	9386
2727	93781	9350
2728	93794	9314
2729	93903	9287
2730	93922	9251
2731	93943	9215
2732	93960	9179
2733	93978	9143
2734	93992	9107
2735	94006	9070
2736	94020	9034
2737	94102	9004
2738	94156	8972
2739	94177	8936
2740	94196	8900
2741	94211	8864
2742	94226	8828
2743	94242	8792
2744	94258	8756
2745	94368	8728
2746	94389	8693
2747	94406	8657
2748	94423	8621
2749	94441	8585
2750	94457	8549
2751	94473	8513
2752	94577	8485
2753	94597	8449
2754	94613	8413
2755	94626	8377
2756	94642	8341
2757	94752	8314
2758	94781	8279
2759	94806	8244
2760	94828	8208
2761	94848	8173
2762	94869	8137
2763	94958	8107
2764	95019	8075
2765	95040	8040
2766	95057	8004
2767	95075	7968
2768	95094	7933
2769	95110	7897
2770	95190	7866
2771	95231	7832
2772	95248	7797
2773	95262	7761
2774	95276	7725
2775	95289	7689
2776	95353	7657
2777	95409	7624
2778	95425	7588
2779	95438	7552
2780	95452	7516
2781	95467	7480
2782	95569	7451
2783	95586	7416
2784	95605	7380
2785	95620	7344
2786	95635	7309
2787	95650	7273
2788	95759	7244
2789	95779	7209
2790	95796	7173
2791	95812	7137
2792	95830	7102
2793	95845	7066
2794	95864	7031
2795	95963	7001
2796	95979	6965
2797	95994	6930
2798	96006	6894
2799	96113	6865
2800	96133	6829
2801	96152	6794
2802	96171	6759
2803	96192	6723
2804	96206	6688
2805	96313	6658
2806	96338	6623
2807	96354	6588
2808	96372	6552
2809	96385	6517
2810	96402	6481
2811	96416	6446
2812	96519	6416
2813	96535	6380
2814	96550	6345
2815	96564	6309
2816	96647	6278
2817	96680	6244
2818	96701	6208
2819	96718	6173
2820	96734	6138
2821	96748	6102
2822	96764	6067
2823	96777	6031
2824	96895	6002
2825	96922	5967
2826	96946	5932
2827	96961	5897
2828	96977	5861
2829	97083	5831
2830	97102	5796
2831	97117	5761
2832	97133	5725
2833	97239	5695
2834	97258	5660
2835	97274	5625
2836	97290	5589
2837	97306	5554
2838	97321	5519
2839	97333	5483
2840	97394	5450
2841	97468	5418
2842	97490	5383
2843	97508	5348
2844	97525	5313
2845	97539	5277
2846	97557	5242
2847	97575	5207
2848	97690	5177
2849	97710	5142
2850	97728	5107
2851	97746	5072
2852	97761	5037
2853	97778	5001
2854	97856	4969
2855	97900	4936
2856	97919	4901
2857	97936	4865
2858	97949	4830
2859	97964	4795
2860	97978	4760
2861	98042	4727
2862	98118	4695
2863	98140	4660
2864	98157	4625
2865	98174	4590
2866	98188	4554
2867	98203	4519
2868	98217	4484
2869	98297	4452
2870	98339	4418
2871	98357	4383
2872	98375	4348
2873	98393	4313
2874	98411	4278
2875	98427	4243
2876	98442	4208
2877	98548	4177
2878	98575	4142
2879	98596	4108
2880	98614	4073
2881	98630	4038
2882	98645	4003
2883	98733	3971
2884	98780	3937
2885	98798	3902
2886	98814	3867
2887	98831	3832
2888	98845	3797
2889	98858	3762
2890	98960	3731
2891	98981	3696
2892	98997	3661
2893	99012	3626
2894	99027	3591
2895	99041	3556
2896	99168	3525
2897	99187	3491
2898	99205	3456
2899	99278	3423
2900	99333	3389
2901	99351	3355
2902	99371	3320
2903	99389	3285
2904	99407	3250
2905	99423	3216
2906	99532	3184
2907	99558	3149
2908	99578	3115
2909	99596	3080
2910	99612	3045
2911	99629	3010
2912	99735	2978
2913	99768	2944
2914	99790	2909
2915	99814	2875
2916	99834	2840
2917	99851	2805
2918	99868	2771
2919	99978	2739
2920	99999	2704
2921	100023	2670
2922	100041	2635
2923	100159	2603
2924	100177	2568
2925	100195	2534
2926	100212	2499
2927	100233	2464
2928	100342	2432
2929	100364	2397
2930	100383	2363
2931	100402	2328
2932	100419	2293
2933	100450	2259
2934	100553	2226
2935	100579	2192
2936	100601	2157
2937	100620	2123
2938	100639	2088
2939	100655	2054
2940	100674	2019
2941	100778	1986
2942	100801	1952
2943	100820	1917
2944	100838	1883
2945	100857	1848
2946	100875	1814
2947	100983	1781
2948	101017	1747
2949	101043	1712
2950	101064	1678
2951	101082	1643
2952	101098	1609
2953	101118	1574
2954	101232	1541
2955	101255	1507
2956	101277	1472
2957	101302	1438
2958	101323	1403
2959	101343	1369
2960	101467	1336
2961	101490	1302
2962	101508	1267
2963	101526	1233
2964	101541	1198
2965	101560	1164
2966	101658	1130
2967	101678	1096
2968	101694	1061
2969	101711	1027
2970	101726	992
2971	101830	959
2972	101855	925
2973	101964	891
2974	101985	857
2975	102006	822
2976	102024	788
2977	102044	753
2978	102181	720
2979	102218	686
2980	102240	651
2981	102259	617
2982	102276	582
2983	102292	548
2984	102410	514
2985	102435	480
2986	102455	445
2987	102471	411
2988	102488	377
2989	102514	342
2990	102613	308
2991	102633	274
2992	102654	240
2993	102670	205
2994	102686	171
2995	102700	137
2996	102804	102
2997	102831	68
2998	102851	34
2999	102867	0
