Date,Close/Last,Volume,Open,High,Low
10/11/2023,$84.85 ,9499170,$85.37 ,$85.72 ,$84.26 
10/10/2023,$84.99 ,9450609,$84.79 ,$85.29 ,$83.93 
10/9/2023,$84.70 ,13604410,$84.30 ,$84.88 ,$83.13 
10/6/2023,$82.94 ,15391070,$81.05 ,$83.53 ,$80.49 
10/5/2023,$80.81 ,15466570,$79.10 ,$80.94 ,$78.88 
10/4/2023,$79.32 ,12010510,$79.61 ,$79.79 ,$78.73 
10/3/2023,$79.54 ,12586240,$81.25 ,$81.89 ,$79.46 
10/2/2023,$81.67 ,9128074,$80.92 ,$81.77 ,$80.79 
9/29/2023,$81.05 ,11261370,$80.66 ,$81.33 ,$80.41 
9/28/2023,$80.13 ,12229820,$80.28 ,$80.92 ,$79.65 
9/27/2023,$79.90 ,14662510,$80.12 ,$80.56 ,$79.22 
9/26/2023,$80.05 ,14867860,$80.50 ,$80.74 ,$79.79 
9/25/2023,$81.01 ,11034440,$81.56 ,$81.77 ,$80.56 
9/22/2023,$81.25 ,11495300,$82.91 ,$83.35 ,$81.20 
9/21/2023,$82.73 ,14378030,$82.06 ,$83.67 ,$81.92 
9/20/2023,$82.56 ,12715170,$82.03 ,$83.20 ,$81.64 
9/19/2023,$81.94 ,21478920,$83.92 ,$84.79 ,$81.71 
9/18/2023,$85.02 ,11894180,$85.24 ,$85.92 ,$84.98 
9/15/2023,$85.58 ,21631240,$85.22 ,$86.19 ,$84.61 
9/14/2023,$84.48 ,22371920,$84.00 ,$84.74 ,$83.04 
9/13/2023,$83.48 ,9772692,$83.35 ,$84.05 ,$83.12 
9/12/2023,$83.68 ,16594610,$83.03 ,$84.67 ,$82.57 
9/11/2023,$82.52 ,26579060,$81.94 ,$83.85 ,$81.17 
9/8/2023,$81.58 ,16233620,$80.54 ,$81.67 ,$80.17 
9/7/2023,$80.57 ,14767970,$80.82 ,$80.85 ,$79.75 
9/6/2023,$80.98 ,15518540,$80.79 ,$82.09 ,$80.53 
9/5/2023,$81.19 ,12741680,$81.42 ,$82.39 ,$81.18 
9/1/2023,$81.64 ,27701890,$82.11 ,$82.23 ,$80.53 
8/31/2023,$83.68 ,10447960,$84.46 ,$84.61 ,$83.64 
8/30/2023,$84.28 ,11816640,$84.40 ,$84.68 ,$83.83 
8/29/2023,$84.40 ,11210670,$83.79 ,$84.55 ,$83.73 
8/28/2023,$84.16 ,12166440,$83.83 ,$84.69 ,$83.53 
8/25/2023,$83.36 ,16050880,$83.07 ,$83.65 ,$82.46 
8/24/2023,$82.47 ,27531020,$85.51 ,$85.95 ,$82.46 
8/23/2023,$85.83 ,7575953,$85.81 ,$86.33 ,$85.64 
8/22/2023,$85.79 ,9845852,$85.71 ,$86.09 ,$85.37 
8/21/2023,$85.88 ,11214990,$85.81 ,$86.25 ,$85.41 
8/18/2023,$85.96 ,12364390,$85.37 ,$86.72 ,$85.37 
8/17/2023,$85.92 ,14206020,$86.92 ,$86.96 ,$85.80 
8/16/2023,$86.35 ,12182720,$86.54 ,$87.06 ,$86.08 
8/15/2023,$87.06 ,13677870,$87.99 ,$88.23 ,$86.89 
8/14/2023,$88.81 ,13676380,$88.99 ,$89.30 ,$87.99 
8/11/2023,$89.02 ,21998920,$91.32 ,$91.35 ,$88.86 
8/10/2023,$91.76 ,56716750,$89.97 ,$92.53 ,$87.75 
8/9/2023,$87.49 ,32517920,$89.20 ,$89.56 ,$87.04 
8/8/2023,$88.13 ,16767890,$86.50 ,$88.33 ,$86.10 
8/7/2023,$86.83 ,10818370,$86.66 ,$87.23 ,$85.99 
8/4/2023,$86.30 ,11533910,$85.94 ,$87.11 ,$85.45 
8/3/2023,$85.49 ,14194140,$85.82 ,$86.46 ,$85.45 
8/2/2023,$86.30 ,15162660,$88.26 ,$88.33 ,$86.26 
8/1/2023,$89.03 ,13745080,$89.12 ,$89.73 ,$88.46 
7/31/2023,$88.89 ,20837790,$87.00 ,$89.36 ,$86.88 
7/28/2023,$86.13 ,13638330,$85.86 ,$86.58 ,$85.45 
7/27/2023,$85.36 ,16691370,$86.60 ,$86.88 ,$85.19 
7/26/2023,$85.86 ,14983700,$85.67 ,$86.27 ,$85.45 
7/25/2023,$85.63 ,15335410,$85.73 ,$86.31 ,$85.16 
7/24/2023,$86.60 ,13911900,$87.49 ,$87.96 ,$86.55 
7/21/2023,$87.18 ,19900960,$86.30 ,$87.90 ,$85.88 
7/20/2023,$86.21 ,15277530,$86.84 ,$87.18 ,$86.03 
7/19/2023,$87.04 ,17177010,$86.20 ,$87.89 ,$86.19 
7/18/2023,$85.95 ,21915530,$85.51 ,$87.30 ,$85.31 
7/17/2023,$85.56 ,34503440,$88.42 ,$88.49 ,$85.30 
7/14/2023,$88.62 ,17769990,$90.41 ,$90.49 ,$88.42 
7/13/2023,$90.47 ,15325520,$90.55 ,$90.81 ,$89.08 
7/12/2023,$90.15 ,14912080,$90.11 ,$90.71 ,$89.57 
7/11/2023,$89.49 ,13735510,$88.20 ,$89.59 ,$88.15 
7/10/2023,$88.10 ,13642620,$88.25 ,$88.68 ,$87.86 
7/7/2023,$88.64 ,9705123,$88.31 ,$89.73 ,$88.08 
7/6/2023,$88.74 ,12108530,$88.67 ,$88.83 ,$87.78 
7/5/2023,$89.79 ,11028780,$90.11 ,$90.39 ,$89.25 
7/3/2023,$90.50 ,7979547,$89.12 ,$90.95 ,$88.91 
6/30/2023,$89.28 ,12837550,$89.18 ,$89.60 ,$88.61 
6/29/2023,$88.95 ,13402580,$87.80 ,$89.12 ,$87.34 
6/28/2023,$88.83 ,12118270,$89.39 ,$89.40 ,$88.53 
6/27/2023,$89.06 ,10032650,$88.90 ,$89.66 ,$88.49 
6/26/2023,$88.70 ,13132680,$88.04 ,$89.49 ,$87.77 
6/23/2023,$88.10 ,13538010,$88.02 ,$88.40 ,$87.61 
6/22/2023,$88.49 ,10915330,$88.44 ,$89.19 ,$88.12 
6/21/2023,$88.64 ,17872960,$89.55 ,$89.67 ,$88.11 
6/20/2023,$89.75 ,14939190,$90.29 ,$90.78 ,$89.74 
6/16/2023,$91.32 ,22683390,$92.88 ,$92.97 ,$90.86 
6/15/2023,$92.94 ,13354610,$92.06 ,$93.52 ,$91.61 
6/14/2023,$92.45 ,15877380,$94.26 ,$94.52 ,$91.92 
6/13/2023,$93.85 ,12964430,$94.12 ,$94.44 ,$93.44 
6/12/2023,$93.14 ,12357610,$92.25 ,$93.23 ,$91.77 
6/9/2023,$91.93 ,9634420,$92.78 ,$92.92 ,$91.55 
6/8/2023,$92.53 ,9030165,$92.52 ,$92.68 ,$91.30 
6/7/2023,$92.52 ,11082430,$92.78 ,$93.08 ,$91.86 
6/6/2023,$92.16 ,12109080,$91.10 ,$92.51 ,$91.02 
6/5/2023,$91.00 ,18506710,$91.20 ,$91.76 ,$89.44 
6/2/2023,$90.77 ,14350250,$89.63 ,$91.34 ,$89.60 
6/1/2023,$88.59 ,11993170,$88.40 ,$89.06 ,$87.11 
5/31/2023,$87.96 ,11440580,$87.58 ,$88.17 ,$87.15 
5/30/2023,$87.82 ,14800730,$88.97 ,$88.97 ,$87.01 
5/26/2023,$88.29 ,12892700,$88.49 ,$89.24 ,$88.10 
5/25/2023,$88.14 ,13605760,$89.56 ,$89.56 ,$87.79 
5/24/2023,$89.07 ,15350770,$89.44 ,$89.49 ,$88.41 
5/23/2023,$89.82 ,14778700,$91.10 ,$92.03 ,$89.81 
5/22/2023,$91.82 ,14150640,$91.33 ,$91.94 ,$89.89 
5/19/2023,$91.35 ,16429040,$93.00 ,$93.00 ,$91.32 
5/18/2023,$93.76 ,15014820,$92.85 ,$94.24 ,$92.46 
5/17/2023,$92.77 ,12461590,$91.02 ,$93.05 ,$90.85 
5/16/2023,$90.98 ,17013310,$92.04 ,$92.42 ,$90.78 
5/15/2023,$92.86 ,16792050,$91.54 ,$92.87 ,$90.70 
5/12/2023,$91.99 ,21837450,$92.34 ,$92.88 ,$91.24 
5/11/2023,$92.31 ,57127240,$94.80 ,$95.11 ,$91.88 
5/10/2023,$101.14 ,19525150,$103.00 ,$103.25 ,$100.04 
5/9/2023,$102.18 ,6829880,$102.91 ,$102.98 ,$102.09 
5/8/2023,$102.97 ,10810140,$101.70 ,$103.91 ,$101.69 
5/5/2023,$100.52 ,9300109,$98.59 ,$100.85 ,$98.11 
5/4/2023,$97.45 ,13260720,$99.54 ,$99.54 ,$96.61 
5/3/2023,$100.86 ,7772064,$101.06 ,$102.58 ,$100.64 
5/2/2023,$100.60 ,6955902,$101.33 ,$101.70 ,$99.62 
5/1/2023,$102.21 ,6909535,$102.41 ,$102.61 ,$101.61 
4/28/2023,$102.50 ,11329690,$99.37 ,$102.56 ,$99.08 
4/27/2023,$99.93 ,8166466,$97.13 ,$100.07 ,$96.71 
4/26/2023,$96.61 ,8634531,$97.84 ,$98.48 ,$96.46 
4/25/2023,$98.01 ,6511394,$99.38 ,$99.71 ,$98.01 
4/24/2023,$99.68 ,8540571,$100.15 ,$100.74 ,$98.67 
4/21/2023,$99.57 ,9467979,$98.16 ,$99.72 ,$97.72 
4/20/2023,$98.07 ,7762736,$97.75 ,$98.58 ,$97.39 
4/19/2023,$98.75 ,11523310,$99.78 ,$99.83 ,$98.36 
4/18/2023,$100.93 ,8180148,$100.61 ,$101.15 ,$99.60 
4/17/2023,$100.30 ,6705269,$99.57 ,$100.57 ,$99.15 
4/14/2023,$99.90 ,7337250,$100.50 ,$100.86 ,$98.93 
4/13/2023,$100.84 ,8744977,$98.51 ,$101.07 ,$98.51 
4/12/2023,$97.94 ,9289196,$101.25 ,$102.22 ,$97.70 
4/11/2023,$100.42 ,7504624,$101.16 ,$101.91 ,$100.29 
4/10/2023,$100.81 ,8016576,$99.30 ,$100.81 ,$98.90 
4/6/2023,$99.97 ,7042486,$99.44 ,$100.32 ,$98.55 
4/5/2023,$99.91 ,7747230,$99.70 ,$100.18 ,$98.63 
4/4/2023,$99.57 ,6794168,$100.30 ,$100.42 ,$98.76 
4/3/2023,$99.76 ,7313201,$100.21 ,$100.43 ,$99.27 
3/31/2023,$100.13 ,8919965,$98.89 ,$100.20 ,$98.50 
3/30/2023,$98.10 ,7669482,$98.73 ,$98.92 ,$97.67 
3/29/2023,$96.87 ,5889123,$96.08 ,$96.91 ,$95.35 
3/28/2023,$94.82 ,5426053,$95.51 ,$96.00 ,$94.59 
3/27/2023,$95.62 ,7487900,$94.78 ,$96.02 ,$94.38 
3/24/2023,$94.08 ,9544154,$94.81 ,$95.00 ,$93.02 
3/23/2023,$95.83 ,9527009,$95.28 ,$97.02 ,$94.76 
3/22/2023,$94.90 ,8811105,$97.45 ,$97.93 ,$94.82 
3/21/2023,$96.54 ,7285766,$95.17 ,$96.85 ,$95.17 
3/20/2023,$94.22 ,6657152,$93.43 ,$94.92 ,$93.00 
3/17/2023,$93.20 ,12943190,$94.05 ,$94.27 ,$92.91 
3/16/2023,$94.29 ,9946678,$92.67 ,$94.56 ,$91.89 
3/15/2023,$93.10 ,9543836,$91.63 ,$93.36 ,$91.41 
3/14/2023,$93.36 ,10323630,$94.00 ,$94.30 ,$92.34 
3/13/2023,$92.60 ,11915320,$91.89 ,$94.02 ,$90.46 
3/10/2023,$93.57 ,13978850,$95.60 ,$95.90 ,$92.83 
3/9/2023,$96.14 ,8275586,$99.45 ,$100.05 ,$95.92 
3/8/2023,$99.30 ,5668738,$99.00 ,$99.62 ,$98.30 
3/7/2023,$99.06 ,6951340,$100.40 ,$100.94 ,$98.89 
3/6/2023,$100.66 ,6773261,$101.61 ,$102.70 ,$100.49 
3/3/2023,$101.14 ,7434264,$99.67 ,$101.18 ,$98.88 
3/2/2023,$98.92 ,7783130,$97.74 ,$99.29 ,$97.42 
3/1/2023,$98.54 ,7898251,$99.19 ,$99.63 ,$98.10 
2/28/2023,$99.61 ,8233743,$100.45 ,$100.75 ,$99.57 
2/27/2023,$100.45 ,6641212,$100.73 ,$101.47 ,$100.06 
2/24/2023,$100.30 ,8523000,$99.53 ,$100.43 ,$98.96 
2/23/2023,$101.73 ,10974750,$101.45 ,$102.05 ,$99.61 
2/22/2023,$101.68 ,9885101,$101.33 ,$102.56 ,$101.09 
2/21/2023,$102.09 ,10648210,$103.55 ,$103.73 ,$101.83 
2/17/2023,$105.22 ,9492184,$105.03 ,$105.80 ,$103.88 
2/16/2023,$105.83 ,9479922,$107.55 ,$108.02 ,$105.70 
2/15/2023,$109.24 ,8163490,$107.09 ,$109.27 ,$106.70 
2/14/2023,$107.66 ,10768100,$106.82 ,$108.44 ,$105.82 
2/13/2023,$107.66 ,12341480,$108.10 ,$108.29 ,$106.55 
2/10/2023,$108.06 ,15565990,$108.96 ,$109.74 ,$107.21 
2/9/2023,$110.36 ,46137150,$118.04 ,$118.18 ,$109.81 
2/8/2023,$111.78 ,27719920,$112.20 ,$113.33 ,$110.29 
2/7/2023,$111.63 ,10843980,$109.30 ,$112.12 ,$108.86 
2/6/2023,$109.87 ,11956540,$110.17 ,$110.43 ,$108.53 
2/3/2023,$110.71 ,12472480,$111.47 ,$113.14 ,$110.37 
2/2/2023,$113.21 ,13093210,$110.67 ,$113.53 ,$109.69 
2/1/2023,$109.39 ,9975481,$108.50 ,$109.94 ,$106.90 
1/31/2023,$108.49 ,8251663,$107.58 ,$108.72 ,$107.45 
1/30/2023,$107.59 ,8548547,$108.26 ,$108.97 ,$107.48 
1/27/2023,$109.54 ,10249680,$109.26 ,$110.58 ,$109.16 
1/26/2023,$109.70 ,9204417,$108.17 ,$109.76 ,$107.57 
1/25/2023,$108.12 ,10008040,$104.96 ,$108.16 ,$104.18 
1/24/2023,$106.00 ,8606723,$105.39 ,$108.44 ,$102.00 
1/23/2023,$105.69 ,11479080,$103.29 ,$105.95 ,$102.92 
1/20/2023,$103.48 ,14549880,$100.34 ,$103.59 ,$99.30 
1/19/2023,$99.08 ,10973550,$98.12 ,$99.45 ,$97.12 
1/18/2023,$99.04 ,11384540,$100.28 ,$101.13 ,$98.72 
1/17/2023,$99.91 ,14914200,$100.32 ,$100.99 ,$99.00 
1/13/2023,$99.40 ,12230200,$99.38 ,$99.60 ,$98.01 
1/12/2023,$99.81 ,19764320,$98.50 ,$100.63 ,$97.57 
1/11/2023,$96.33 ,8757251,$95.92 ,$96.55 ,$95.05 
1/10/2023,$95.56 ,6914633,$94.28 ,$95.64 ,$93.82 
1/9/2023,$94.77 ,11675840,$94.43 ,$95.70 ,$93.45 
1/6/2023,$93.92 ,9828145,$92.66 ,$94.69 ,$91.32 
1/5/2023,$91.92 ,11622620,$91.66 ,$92.48 ,$90.51 
1/4/2023,$91.98 ,14957210,$90.00 ,$92.75 ,$89.36 
1/3/2023,$88.97 ,14997140,$88.98 ,$89.97 ,$87.83 
12/30/2022,$86.88 ,23230970,$85.73 ,$87.12 ,$85.23 
12/29/2022,$87.18 ,13045070,$85.25 ,$88.24 ,$84.97 
12/28/2022,$84.17 ,12399510,$86.08 ,$86.69 ,$84.07 
12/27/2022,$86.37 ,11561450,$87.42 ,$87.94 ,$85.96 
12/23/2022,$88.01 ,11171610,$86.06 ,$88.07 ,$85.77 
12/22/2022,$86.67 ,15487370,$86.03 ,$86.73 ,$84.69 
12/21/2022,$86.92 ,11004830,$87.19 ,$88.10 ,$86.48 
12/20/2022,$87.02 ,14918400,$86.08 ,$87.84 ,$85.76 
12/19/2022,$85.78 ,19225290,$89.44 ,$89.46 ,$85.41 
12/16/2022,$90.08 ,26383880,$90.19 ,$91.08 ,$88.81 
12/15/2022,$90.49 ,15957670,$92.47 ,$93.12 ,$90.12 
12/14/2022,$94.15 ,11505450,$94.54 ,$95.47 ,$92.62 
12/13/2022,$94.70 ,22882080,$96.49 ,$97.39 ,$93.57 
12/12/2022,$94.66 ,14140680,$93.73 ,$94.66 ,$92.61 
12/9/2022,$93.38 ,10111880,$92.37 ,$94.91 ,$91.90 
12/8/2022,$92.55 ,9351229,$92.50 ,$93.43 ,$91.67 
12/7/2022,$92.15 ,10353420,$92.66 ,$92.79 ,$91.26 
12/6/2022,$92.29 ,11492370,$95.73 ,$96.00 ,$91.98 
12/5/2022,$95.93 ,10764540,$98.24 ,$99.16 ,$95.67 
12/2/2022,$99.43 ,12608100,$97.46 ,$99.69 ,$97.01 
12/1/2022,$98.59 ,13855680,$97.87 ,$98.84 ,$96.58 
11/30/2022,$97.87 ,15368110,$94.95 ,$97.94 ,$93.87 
11/29/2022,$94.69 ,13205330,$96.00 ,$96.43 ,$93.92 
11/28/2022,$95.69 ,13668650,$98.21 ,$99.13 ,$95.43 
11/25/2022,$98.87 ,6664281,$98.81 ,$99.81 ,$98.08 
11/23/2022,$98.88 ,15503230,$96.00 ,$99.34 ,$95.78 
11/22/2022,$96.21 ,25753740,$97.00 ,$97.67 ,$94.68 
11/21/2022,$97.58 ,70273510,$100.12 ,$100.89 ,$96.32 
11/18/2022,$91.80 ,10011730,$92.86 ,$93.16 ,$90.91 
11/17/2022,$91.45 ,12306390,$92.12 ,$92.27 ,$90.85 
11/16/2022,$93.95 ,11137670,$95.22 ,$95.22 ,$93.72 
11/15/2022,$95.51 ,15801910,$96.00 ,$97.18 ,$93.70 
11/14/2022,$94.28 ,20505720,$95.85 ,$96.62 ,$94.21 
11/11/2022,$95.01 ,22373290,$91.58 ,$95.58 ,$91.10 
11/10/2022,$90.46 ,36968130,$89.75 ,$90.50 ,$87.61 
11/9/2022,$86.75 ,62029830,$90.55 ,$91.10 ,$86.28 
11/8/2022,$99.90 ,27130260,$100.74 ,$101.97 ,$98.05 
11/7/2022,$100.43 ,11355240,$100.88 ,$101.56 ,$98.99 
11/4/2022,$99.58 ,11035800,$101.15 ,$101.16 ,$98.11 
11/3/2022,$99.25 ,8978373,$100.20 ,$100.70 ,$98.56 
11/2/2022,$101.82 ,9591406,$105.45 ,$106.08 ,$101.79 
11/1/2022,$106.00 ,7955761,$107.70 ,$108.84 ,$105.64 
10/31/2022,$106.54 ,8814813,$105.66 ,$106.90 ,$104.82 
10/28/2022,$105.95 ,7250889,$104.08 ,$106.09 ,$103.53 
10/27/2022,$104.44 ,8673519,$105.81 ,$106.87 ,$104.31 
10/26/2022,$104.63 ,9223759,$103.53 ,$107.43 ,$103.53 
10/25/2022,$104.36 ,7687535,$102.16 ,$104.73 ,$102.03 
10/24/2022,$101.72 ,8221477,$102.12 ,$103.19 ,$100.12 
10/21/2022,$102.04 ,10193360,$98.35 ,$102.30 ,$97.89 
10/20/2022,$98.59 ,8212442,$98.23 ,$100.75 ,$98.11 
10/19/2022,$98.99 ,11730990,$100.44 ,$101.87 ,$98.50 
10/18/2022,$98.48 ,8533516,$99.87 ,$100.37 ,$97.64 
10/17/2022,$97.33 ,7083842,$96.38 ,$97.97 ,$96.26 
10/14/2022,$94.45 ,8208884,$97.47 ,$98.09 ,$94.33 
10/13/2022,$96.64 ,11025430,$91.57 ,$96.97 ,$90.71 
10/12/2022,$93.41 ,6156217,$93.16 ,$94.07 ,$92.20 
10/11/2022,$93.10 ,8900901,$94.81 ,$95.06 ,$92.65 
10/10/2022,$95.16 ,9532334,$97.59 ,$97.74 ,$94.42 
10/7/2022,$97.16 ,7051019,$98.51 ,$98.80 ,$96.45 
10/6/2022,$100.04 ,6728200,$100.43 ,$101.46 ,$99.87 
10/5/2022,$100.80 ,7562771,$100.04 ,$101.22 ,$98.70 
10/4/2022,$101.44 ,10229000,$98.68 ,$101.52 ,$98.23 
10/3/2022,$97.13 ,9468403,$95.73 ,$97.78 ,$94.50 
9/30/2022,$94.33 ,12094940,$96.50 ,$97.48 ,$94.28 
9/29/2022,$97.45 ,9435058,$98.53 ,$98.60 ,$96.23 
9/28/2022,$99.40 ,12895460,$95.79 ,$99.87 ,$95.45 
9/27/2022,$95.85 ,13360190,$99.53 ,$99.64 ,$95.43 
9/26/2022,$98.12 ,9760467,$98.95 ,$100.66 ,$98.06 
9/23/2022,$99.50 ,11976930,$100.62 ,$101.18 ,$98.02 
9/22/2022,$102.16 ,10953390,$104.21 ,$104.66 ,$102.02 
9/21/2022,$104.49 ,9776355,$107.39 ,$108.04 ,$104.49 
9/20/2022,$107.57 ,6957409,$108.28 ,$108.41 ,$106.86 
9/19/2022,$109.17 ,7979457,$107.53 ,$109.22 ,$107.04 
9/16/2022,$108.25 ,15978830,$109.21 ,$109.58 ,$106.96 
9/15/2022,$110.77 ,9739754,$112.39 ,$114.41 ,$110.71 
9/14/2022,$112.50 ,8610446,$111.85 ,$112.74 ,$109.88 
9/13/2022,$111.76 ,10504580,$113.05 ,$113.82 ,$111.17 
9/12/2022,$116.39 ,7923353,$116.14 ,$117.49 ,$115.27 
9/9/2022,$115.18 ,9573346,$113.27 ,$115.53 ,$113.19 
9/8/2022,$112.33 ,8443278,$111.07 ,$112.99 ,$110.36 
9/7/2022,$112.69 ,8193947,$109.87 ,$112.96 ,$109.87 
9/6/2022,$110.09 ,9537290,$111.77 ,$111.78 ,$108.52 
9/2/2022,$111.20 ,8465130,$113.05 ,$113.89 ,$110.84 
9/1/2022,$112.53 ,7718715,$111.79 ,$112.59 ,$110.03 
8/31/2022,$112.08 ,7352967,$112.87 ,$113.75 ,$111.85 
8/30/2022,$112.43 ,8059967,$114.28 ,$114.75 ,$111.45 
8/29/2022,$113.53 ,6882736,$112.54 ,$114.47 ,$112.41 
8/26/2022,$114.07 ,7807402,$117.47 ,$118.37 ,$113.89 
8/25/2022,$117.46 ,6920927,$117.02 ,$117.77 ,$116.11 
8/24/2022,$116.41 ,7840514,$114.67 ,$117.16 ,$114.10 
8/23/2022,$114.86 ,7180690,$115.98 ,$116.37 ,$114.62 
8/22/2022,$115.94 ,11575840,$117.70 ,$118.21 ,$115.69 
8/19/2022,$120.14 ,8702520,$121.25 ,$121.39 ,$119.48 
8/18/2022,$122.67 ,7343934,$123.01 ,$123.13 ,$121.71 
8/17/2022,$122.81 ,9140896,$123.45 ,$124.48 ,$122.57 
8/16/2022,$124.96 ,14607300,$124.73 ,$126.48 ,$123.45 
8/15/2022,$124.26 ,24628320,$121.00 ,$125.96 ,$120.99 
8/12/2022,$121.57 ,21964790,$119.00 ,$121.61 ,$118.92 
8/11/2022,$117.69 ,50375020,$122.21 ,$123.27 ,$117.33 
8/10/2022,$112.43 ,26398690,$112.48 ,$112.67 ,$109.91 
8/9/2022,$108.13 ,8776524,$109.22 ,$109.22 ,$107.03 
8/8/2022,$109.11 ,13045410,$108.21 ,$111.23 ,$107.90 
8/5/2022,$106.63 ,10099980,$106.81 ,$107.70 ,$105.37 
8/4/2022,$108.12 ,7322411,$108.92 ,$109.45 ,$107.66 
8/3/2022,$109.02 ,11243030,$105.73 ,$109.70 ,$105.73 
8/2/2022,$104.71 ,9093020,$105.74 ,$106.36 ,$104.62 
8/1/2022,$106.22 ,7769658,$104.87 ,$106.65 ,$103.86 
7/29/2022,$106.10 ,10320040,$105.14 ,$106.34 ,$103.37 
7/28/2022,$104.90 ,7970282,$103.25 ,$104.97 ,$102.71 
7/27/2022,$103.50 ,9445183,$100.97 ,$103.65 ,$100.81 
7/26/2022,$99.78 ,6346629,$102.14 ,$102.36 ,$99.56 
7/25/2022,$102.69 ,6726685,$102.78 ,$103.39 ,$101.81 
7/22/2022,$102.72 ,7803460,$103.28 ,$104.57 ,$102.11 
7/21/2022,$104.18 ,8611311,$102.71 ,$104.25 ,$101.61 
7/20/2022,$103.35 ,15112720,$100.25 ,$104.26 ,$99.95 
7/19/2022,$99.61 ,13683360,$96.68 ,$99.85 ,$96.68 
7/18/2022,$95.70 ,10430410,$96.36 ,$97.27 ,$95.31 
7/15/2022,$95.20 ,14946730,$92.91 ,$95.32 ,$92.70 
7/14/2022,$91.84 ,11146430,$91.48 ,$92.04 ,$90.23 
7/13/2022,$92.94 ,12006430,$92.12 ,$93.25 ,$91.01 
7/12/2022,$93.60 ,8665299,$93.58 ,$95.25 ,$93.31 
7/11/2022,$93.64 ,7650632,$95.00 ,$95.34 ,$93.43 
7/8/2022,$95.86 ,7717297,$96.57 ,$97.12 ,$95.35 
7/7/2022,$97.43 ,7813050,$96.90 ,$97.53 ,$95.93 
7/6/2022,$96.08 ,8640229,$97.53 ,$98.19 ,$95.40 
7/5/2022,$97.18 ,10674620,$94.26 ,$97.23 ,$92.31 
7/1/2022,$96.14 ,10543380,$94.24 ,$96.31 ,$93.98 
6/30/2022,$94.40 ,10983520,$94.42 ,$95.44 ,$92.54 
6/29/2022,$95.65 ,8653197,$95.95 ,$96.20 ,$94.53 
6/28/2022,$95.92 ,16838240,$99.74 ,$100.40 ,$95.78 
6/27/2022,$96.61 ,10793750,$98.22 ,$98.23 ,$95.80 
6/24/2022,$97.78 ,11681150,$95.45 ,$98.57 ,$95.40 
6/23/2022,$94.30 ,11348820,$93.96 ,$94.65 ,$92.07 
6/22/2022,$93.50 ,11415080,$92.17 ,$94.61 ,$92.01 
6/21/2022,$93.29 ,16649790,$94.90 ,$95.45 ,$93.27 
6/17/2022,$94.34 ,15403770,$94.01 ,$95.97 ,$93.47 
6/16/2022,$94.28 ,15298480,$94.01 ,$95.38 ,$93.41 
6/15/2022,$95.88 ,11751580,$94.61 ,$97.30 ,$94.09 
6/14/2022,$94.22 ,12443660,$96.27 ,$96.27 ,$93.10 
6/13/2022,$95.71 ,15239650,$97.61 ,$97.61 ,$94.83 
6/10/2022,$99.40 ,15386010,$101.43 ,$102.12 ,$99.38 
6/9/2022,$103.30 ,8271206,$106.53 ,$107.06 ,$103.25 
6/8/2022,$107.34 ,7019489,$107.43 ,$109.36 ,$106.96 
6/7/2022,$107.79 ,7279062,$106.79 ,$107.92 ,$106.00 
6/6/2022,$107.83 ,7575890,$109.75 ,$110.19 ,$107.65 
6/3/2022,$108.67 ,6767601,$109.17 ,$109.85 ,$107.92 
6/2/2022,$110.87 ,8829877,$109.43 ,$110.95 ,$107.91 
6/1/2022,$109.19 ,11829740,$112.01 ,$112.85 ,$108.27 
5/31/2022,$110.44 ,20274630,$110.00 ,$111.24 ,$107.91 
5/27/2022,$109.32 ,13671310,$106.89 ,$109.37 ,$106.53 
5/26/2022,$105.61 ,11297800,$104.22 ,$106.13 ,$103.96 
5/25/2022,$103.26 ,11026600,$101.43 ,$103.81 ,$101.16 
5/24/2022,$101.59 ,13970240,$103.71 ,$103.84 ,$100.13 
5/23/2022,$105.83 ,14402430,$103.76 ,$106.03 ,$101.56 
5/20/2022,$102.42 ,15650430,$104.49 ,$104.80 ,$100.05 
5/19/2022,$103.14 ,11284950,$103.43 ,$105.30 ,$102.96 
5/18/2022,$104.30 ,11793980,$107.38 ,$107.66 ,$103.88 
5/17/2022,$108.64 ,11847640,$107.73 ,$108.79 ,$106.30 
5/16/2022,$105.18 ,11993640,$107.46 ,$107.62 ,$104.85 
5/13/2022,$107.33 ,16782630,$105.36 ,$107.69 ,$105.31 
5/12/2022,$104.31 ,36298830,$102.90 ,$105.00 ,$99.47 
5/11/2022,$105.21 ,26933330,$107.90 ,$110.07 ,$104.79 
5/10/2022,$107.68 ,15657720,$109.84 ,$110.70 ,$106.14 
5/9/2022,$106.98 ,17941600,$108.11 ,$110.74 ,$106.48 
5/6/2022,$110.29 ,12525170,$111.77 ,$112.09 ,$108.30 
5/5/2022,$112.61 ,12720190,$114.74 ,$115.27 ,$111.48 
5/4/2022,$116.19 ,11488270,$113.37 ,$116.44 ,$111.83 
5/3/2022,$113.55 ,11149540,$114.05 ,$114.83 ,$112.69 
5/2/2022,$113.50 ,14300710,$111.71 ,$113.66 ,$111.01 
4/29/2022,$111.63 ,16907020,$115.20 ,$115.99 ,$111.36 
4/28/2022,$115.29 ,23192140,$115.22 ,$116.00 ,$112.69 
4/27/2022,$115.21 ,15553010,$115.43 ,$116.90 ,$113.39 
