Date,Close/Last,Volume,Open,High,Low
4/26/2022,$115.77 ,16116020,$119.15 ,$119.15 ,$115.64 
4/25/2022,$119.95 ,16490970,$117.66 ,$120.33 ,$116.75 
4/22/2022,$118.27 ,19472840,$120.01 ,$121.89 ,$118.15 
4/21/2022,$121.66 ,18688640,$125.54 ,$126.45 ,$121.28 
4/20/2022,$124.57 ,36465680,$126.05 ,$127.35 ,$124.11 
4/19/2022,$131.90 ,12767220,$128.09 ,$133.19 ,$127.79 
4/18/2022,$127.77 ,10571010,$130.07 ,$130.22 ,$126.82 
4/14/2022,$130.47 ,7283466,$132.81 ,$133.59 ,$130.35 
4/13/2022,$132.35 ,7694467,$131.05 ,$132.89 ,$130.75 
4/12/2022,$130.84 ,7885640,$131.81 ,$133.21 ,$130.15 
4/11/2022,$130.65 ,9915280,$130.04 ,$132.43 ,$130.04 
4/8/2022,$131.87 ,6701966,$132.00 ,$133.12 ,$130.63 
4/7/2022,$131.87 ,9858728,$133.01 ,$133.21 ,$130.02 
4/6/2022,$132.57 ,11679730,$133.75 ,$133.93 ,$130.81 
4/5/2022,$135.62 ,8694095,$137.74 ,$139.20 ,$135.13 
4/4/2022,$138.58 ,8182004,$136.97 ,$139.26 ,$136.89 
4/1/2022,$137.00 ,10341040,$137.34 ,$138.10 ,$135.53 
3/31/2022,$137.16 ,12306460,$140.14 ,$140.88 ,$137.11 
3/30/2022,$140.96 ,7922426,$141.31 ,$143.27 ,$140.08 
3/29/2022,$142.38 ,11280680,$140.96 ,$144.46 ,$140.96 
3/28/2022,$138.72 ,8456087,$138.88 ,$139.63 ,$136.28 
3/25/2022,$139.14 ,5952130,$139.28 ,$140.38 ,$138.12 
3/24/2022,$138.96 ,5858789,$138.58 ,$139.27 ,$137.41 
3/23/2022,$137.64 ,8761269,$139.07 ,$139.76 ,$137.54 
3/22/2022,$140.11 ,8511566,$139.06 ,$142.19 ,$138.90 
3/21/2022,$138.62 ,9090316,$138.90 ,$139.30 ,$136.88 
3/18/2022,$140.30 ,11308780,$139.55 ,$140.73 ,$138.30 
3/17/2022,$139.47 ,6816024,$137.44 ,$139.47 ,$136.56 
3/16/2022,$138.14 ,10638740,$135.65 ,$138.98 ,$134.94 
3/15/2022,$134.20 ,9834809,$129.74 ,$134.56 ,$129.51 
3/14/2022,$129.03 ,9971526,$130.98 ,$133.07 ,$128.38 
3/11/2022,$131.75 ,7058388,$135.08 ,$136.16 ,$131.57 
3/10/2022,$133.64 ,8447238,$132.36 ,$134.20 ,$131.62 
3/9/2022,$133.65 ,14673080,$135.49 ,$135.50 ,$133.36 
3/8/2022,$131.75 ,16552010,$133.02 ,$135.49 ,$129.29 
3/7/2022,$133.50 ,14549670,$140.28 ,$140.89 ,$133.44 
3/4/2022,$140.72 ,12925360,$144.01 ,$144.26 ,$139.55 
3/3/2022,$145.57 ,8048440,$147.31 ,$148.65 ,$144.45 
3/2/2022,$147.34 ,7851027,$146.31 ,$148.47 ,$145.92 
3/1/2022,$145.70 ,8943991,$147.86 ,$148.15 ,$143.78 
2/28/2022,$148.46 ,10834720,$147.83 ,$149.48 ,$146.46 
2/25/2022,$149.53 ,10149520,$149.56 ,$150.28 ,$147.22 
2/24/2022,$149.40 ,12475490,$140.00 ,$149.57 ,$140.00 
2/23/2022,$145.87 ,9300697,$149.50 ,$149.74 ,$145.50 
2/22/2022,$148.09 ,12227210,$150.19 ,$150.79 ,$147.61 
2/18/2022,$151.36 ,10785500,$152.91 ,$153.68 ,$150.05 
2/17/2022,$152.95 ,8110299,$154.69 ,$155.36 ,$152.61 
2/16/2022,$156.35 ,10656350,$154.98 ,$156.73 ,$153.75 
2/15/2022,$154.72 ,12730920,$153.54 ,$154.85 ,$152.51 
2/14/2022,$150.85 ,14694680,$149.37 ,$153.73 ,$149.21 
2/11/2022,$149.47 ,17975210,$153.54 ,$154.69 ,$148.56 
2/10/2022,$152.16 ,42500320,$156.02 ,$157.50 ,$151.11 
2/9/2022,$147.23 ,22877400,$144.37 ,$147.36 ,$143.25 
2/8/2022,$142.48 ,9231697,$141.79 ,$142.89 ,$140.74 
2/7/2022,$142.51 ,10937520,$143.39 ,$144.09 ,$141.61 
2/4/2022,$142.02 ,8061075,$140.04 ,$143.19 ,$139.53 
2/3/2022,$140.03 ,9820585,$140.00 ,$142.04 ,$139.25 
2/2/2022,$142.62 ,9529884,$144.19 ,$144.59 ,$141.38 
2/1/2022,$144.49 ,8573340,$143.02 ,$144.69 ,$142.25 
1/31/2022,$142.97 ,10185500,$138.86 ,$143.15 ,$138.47 
1/28/2022,$138.63 ,10011670,$135.21 ,$138.69 ,$133.56 
1/27/2022,$135.42 ,11913900,$135.07 ,$137.91 ,$134.02 
1/26/2022,$133.60 ,14569920,$137.71 ,$138.20 ,$132.26 
1/25/2022,$136.51 ,14694410,$135.29 ,$137.75 ,$132.38 
1/24/2022,$137.46 ,31523850,$134.82 ,$137.68 ,$129.26 
1/21/2022,$137.38 ,34491850,$141.23 ,$141.87 ,$136.63 
1/20/2022,$147.62 ,11760370,$150.91 ,$152.66 ,$147.15 
1/19/2022,$150.11 ,10413250,$150.84 ,$152.86 ,$149.96 
1/18/2022,$152.27 ,10425770,$151.11 ,$153.13 ,$149.83 
1/14/2022,$151.94 ,16831960,$152.35 ,$152.62 ,$148.42 
1/13/2022,$155.44 ,9680583,$157.70 ,$158.53 ,$155.17 
1/12/2022,$157.80 ,6995649,$158.50 ,$158.99 ,$156.33 
1/11/2022,$157.89 ,8042556,$156.62 ,$158.22 ,$155.95 
1/10/2022,$156.60 ,8672855,$157.98 ,$158.27 ,$154.65 
1/7/2022,$157.83 ,9554622,$156.90 ,$159.30 ,$156.29 
1/6/2022,$156.90 ,11095330,$156.24 ,$157.77 ,$153.68 
1/5/2022,$155.19 ,12272100,$156.52 ,$159.38 ,$155.10 
1/4/2022,$155.73 ,16582040,$158.59 ,$160.32 ,$155.55 
1/3/2022,$156.76 ,10228260,$155.83 ,$157.56 ,$155.36 
12/31/2021,$154.89 ,6410235,$155.87 ,$156.57 ,$154.74 
12/30/2021,$155.93 ,7228438,$155.71 ,$157.07 ,$155.52 
12/29/2021,$154.87 ,8737004,$154.56 ,$155.92 ,$154.18 
12/28/2021,$155.20 ,12198680,$152.62 ,$156.50 ,$152.41 
12/27/2021,$152.80 ,7765470,$152.88 ,$154.02 ,$151.40 
12/23/2021,$153.63 ,6572351,$152.32 ,$154.19 ,$151.93 
12/22/2021,$151.88 ,7820439,$150.42 ,$152.20 ,$149.87 
12/21/2021,$151.05 ,10781410,$147.56 ,$151.43 ,$147.39 
12/20/2021,$146.47 ,11201920,$146.98 ,$147.73 ,$145.08 
12/17/2021,$148.76 ,13878800,$148.51 ,$149.84 ,$146.57 
12/16/2021,$148.75 ,11145620,$151.35 ,$152.06 ,$148.58 
12/15/2021,$150.40 ,12231480,$148.76 ,$150.92 ,$147.35 
12/14/2021,$149.10 ,10872030,$149.26 ,$151.62 ,$148.52 
12/13/2021,$150.43 ,10195820,$152.12 ,$152.50 ,$149.29 
12/10/2021,$152.71 ,10247890,$153.58 ,$154.66 ,$151.45 
12/9/2021,$152.94 ,11862330,$152.27 ,$154.29 ,$151.70 
12/8/2021,$153.34 ,12886260,$150.91 ,$153.66 ,$150.56 
12/7/2021,$150.81 ,14661070,$151.84 ,$152.76 ,$149.72 
12/6/2021,$150.37 ,14333930,$147.28 ,$150.74 ,$146.67 
12/3/2021,$146.22 ,14975620,$147.81 ,$148.32 ,$144.32 
12/2/2021,$147.20 ,18177710,$142.84 ,$147.65 ,$142.77 
12/1/2021,$142.15 ,16503230,$146.70 ,$148.37 ,$142.04 
11/30/2021,$144.90 ,26011110,$146.72 ,$147.28 ,$143.11 
11/29/2021,$147.81 ,21231320,$148.81 ,$149.30 ,$144.25 
11/26/2021,$148.11 ,12027680,$146.80 ,$148.85 ,$145.85 
11/24/2021,$151.34 ,14123740,$150.69 ,$151.41 ,$148.80 
11/23/2021,$151.03 ,17382890,$153.84 ,$154.25 ,$150.19 
11/22/2021,$154.16 ,12790410,$153.23 ,$155.82 ,$152.57 
11/19/2021,$154.00 ,16776490,$155.02 ,$155.21 ,$152.77 
11/18/2021,$155.58 ,14487740,$157.09 ,$157.30 ,$153.71 
11/17/2021,$157.33 ,14695530,$158.73 ,$158.89 ,$156.75 
11/16/2021,$158.83 ,15516160,$159.06 ,$160.24 ,$158.55 
11/15/2021,$158.43 ,21285350,$160.09 ,$160.72 ,$157.66 
11/12/2021,$159.63 ,25638370,$163.52 ,$163.61 ,$158.93 
11/11/2021,$162.11 ,62366500,$162.89 ,$163.96 ,$158.33 
11/10/2021,$174.45 ,11045830,$174.69 ,$176.87 ,$173.87 
11/9/2021,$175.11 ,7293301,$176.95 ,$177.12 ,$173.21 
11/8/2021,$176.87 ,10584590,$178.69 ,$179.25 ,$176.10 
11/5/2021,$175.63 ,16859180,$173.50 ,$176.99 ,$172.33 
11/4/2021,$170.28 ,7505507,$170.03 ,$170.42 ,$168.67 
11/3/2021,$170.08 ,6829310,$169.70 ,$170.19 ,$168.37 
11/2/2021,$169.83 ,6777230,$170.03 ,$170.85 ,$168.98 
11/1/2021,$170.19 ,8182898,$169.21 ,$171.25 ,$169.09 
10/29/2021,$169.07 ,7598849,$169.02 ,$170.46 ,$168.15 
10/28/2021,$169.68 ,7884519,$169.48 ,$170.35 ,$168.60 
10/27/2021,$169.55 ,7054716,$171.77 ,$172.04 ,$169.43 
10/26/2021,$172.04 ,5850210,$172.95 ,$173.12 ,$170.71 
10/25/2021,$172.01 ,9798688,$169.90 ,$172.57 ,$169.03 
10/22/2021,$169.42 ,7854323,$170.57 ,$170.80 ,$168.60 
10/21/2021,$171.34 ,7508956,$170.20 ,$172.50 ,$170.10 
10/20/2021,$170.55 ,9737626,$170.97 ,$171.02 ,$169.88 
10/19/2021,$171.18 ,9669482,$171.44 ,$171.58 ,$170.18 
10/18/2021,$171.14 ,20494790,$172.36 ,$173.34 ,$169.80 
10/15/2021,$176.46 ,13943890,$175.69 ,$178.89 ,$174.10 
10/14/2021,$174.41 ,7453306,$174.07 ,$176.02 ,$174.00 
10/13/2021,$172.96 ,8918152,$173.63 ,$173.70 ,$170.94 
10/12/2021,$173.13 ,5188380,$173.62 ,$174.49 ,$172.55 
10/11/2021,$173.52 ,8046270,$176.02 ,$176.52 ,$173.48 
10/8/2021,$176.74 ,4132182,$177.93 ,$178.60 ,$176.40 
10/7/2021,$177.71 ,7779997,$177.70 ,$179.63 ,$177.33 
10/6/2021,$175.48 ,6005169,$173.00 ,$175.71 ,$171.55 
10/5/2021,$174.61 ,6798224,$173.83 ,$176.24 ,$173.61 
10/4/2021,$173.46 ,7200589,$175.56 ,$175.96 ,$172.67 
10/1/2021,$176.01 ,12165020,$172.28 ,$177.32 ,$171.97 
9/30/2021,$169.17 ,13977980,$173.10 ,$173.68 ,$169.10 
9/29/2021,$172.68 ,6240771,$174.25 ,$174.96 ,$172.59 
9/28/2021,$174.52 ,9133118,$177.75 ,$178.00 ,$173.86 
9/27/2021,$178.26 ,7754953,$176.63 ,$179.45 ,$175.96 
9/24/2021,$176.00 ,5712778,$175.30 ,$176.70 ,$175.08 
9/23/2021,$176.25 ,8052869,$174.94 ,$177.19 ,$174.37 
9/22/2021,$173.65 ,14214530,$172.94 ,$175.34 ,$171.66 
9/21/2021,$171.17 ,23216030,$180.32 ,$182.23 ,$169.03 
9/20/2021,$178.61 ,8056648,$179.74 ,$180.88 ,$176.55 
9/17/2021,$183.47 ,10039200,$182.91 ,$185.90 ,$182.73 
9/16/2021,$183.34 ,5678224,$183.97 ,$184.64 ,$182.12 
9/15/2021,$184.41 ,5933400,$182.06 ,$184.66 ,$181.10 
9/14/2021,$182.40 ,6185890,$184.96 ,$185.13 ,$182.15 
9/13/2021,$184.98 ,6818241,$185.12 ,$185.80 ,$183.50 
9/10/2021,$184.12 ,5572248,$186.36 ,$187.10 ,$184.01 
9/9/2021,$185.91 ,7190666,$185.15 ,$187.58 ,$184.57 
9/8/2021,$185.15 ,8633959,$184.34 ,$187.46 ,$183.92 
9/7/2021,$184.34 ,10705000,$181.02 ,$185.55 ,$180.05 
9/3/2021,$181.00 ,6848827,$181.82 ,$181.82 ,$179.13 
9/2/2021,$181.86 ,6497070,$184.16 ,$185.30 ,$181.55 
9/1/2021,$183.48 ,7302824,$181.96 ,$184.21 ,$181.78 
8/31/2021,$181.30 ,8620017,$179.25 ,$182.98 ,$178.53 
8/30/2021,$179.98 ,6421287,$180.50 ,$181.39 ,$178.87 
8/27/2021,$180.14 ,8696960,$176.28 ,$180.54 ,$176.28 
8/26/2021,$176.56 ,4563000,$178.34 ,$178.94 ,$176.34 
8/25/2021,$178.31 ,4842077,$178.16 ,$178.59 ,$176.88 
8/24/2021,$178.47 ,5886947,$177.92 ,$180.08 ,$177.76 
8/23/2021,$177.66 ,7395878,$177.08 ,$178.31 ,$175.91 
8/20/2021,$175.12 ,6239617,$173.00 ,$175.21 ,$172.65 
8/19/2021,$173.25 ,8478606,$174.00 ,$174.68 ,$172.56 
8/18/2021,$174.74 ,7063511,$175.90 ,$176.79 ,$174.50 
8/17/2021,$175.83 ,8534526,$177.15 ,$178.45 ,$174.92 
8/16/2021,$179.09 ,8755051,$180.51 ,$180.59 ,$176.51 
8/13/2021,$181.08 ,32504620,$186.29 ,$187.58 ,$180.88 
8/12/2021,$179.29 ,11266420,$178.09 ,$179.72 ,$176.45 
8/11/2021,$178.09 ,5359894,$177.36 ,$178.49 ,$176.51 
8/10/2021,$177.07 ,5184959,$176.25 ,$177.40 ,$175.58 
8/9/2021,$176.72 ,5338969,$177.00 ,$177.31 ,$175.06 
8/6/2021,$177.13 ,5505241,$177.43 ,$178.81 ,$176.63 
8/5/2021,$176.71 ,8864174,$172.49 ,$177.12 ,$172.49 
8/4/2021,$172.58 ,5665827,$172.50 ,$173.25 ,$171.34 
8/3/2021,$172.99 ,9931347,$176.02 ,$176.13 ,$170.92 
8/2/2021,$175.55 ,5847175,$177.22 ,$178.82 ,$175.31 
7/30/2021,$176.02 ,6813443,$177.53 ,$179.20 ,$175.14 
7/29/2021,$178.35 ,6209059,$179.81 ,$181.42 ,$178.27 
7/28/2021,$179.10 ,5926934,$179.69 ,$180.35 ,$177.55 
7/27/2021,$179.50 ,6684123,$178.25 ,$179.56 ,$176.57 
7/26/2021,$178.74 ,5641039,$175.62 ,$178.78 ,$175.34 
7/23/2021,$176.14 ,5126271,$175.66 ,$176.50 ,$174.03 
7/22/2021,$175.13 ,5713745,$176.70 ,$176.72 ,$173.90 
7/21/2021,$176.89 ,6302229,$176.50 ,$177.90 ,$175.32 
7/20/2021,$176.75 ,8372402,$173.70 ,$177.51 ,$172.87 
7/19/2021,$172.95 ,14651780,$175.71 ,$176.48 ,$172.16 
7/16/2021,$179.31 ,8348797,$184.94 ,$185.29 ,$178.92 
7/15/2021,$184.15 ,7866968,$183.45 ,$185.42 ,$183.05 
7/14/2021,$183.42 ,8787307,$185.20 ,$186.29 ,$182.08 
7/13/2021,$183.65 ,12534550,$184.09 ,$185.67 ,$181.84 
7/12/2021,$184.38 ,21835510,$177.71 ,$184.99 ,$177.37 
7/9/2021,$177.04 ,7873266,$174.70 ,$177.52 ,$173.93 
7/8/2021,$172.80 ,6960105,$170.18 ,$173.75 ,$169.81 
7/7/2021,$172.82 ,6757282,$172.86 ,$174.32 ,$171.99 
7/6/2021,$173.69 ,11557860,$176.76 ,$177.00 ,$172.22 
7/2/2021,$177.11 ,11102750,$177.86 ,$178.36 ,$174.62 
7/1/2021,$177.26 ,5887078,$175.35 ,$177.60 ,$174.60 
6/30/2021,$175.77 ,7481883,$173.89 ,$175.98 ,$173.34 
6/29/2021,$173.93 ,13498290,$176.64 ,$177.02 ,$173.80 
6/28/2021,$176.57 ,9881440,$178.50 ,$178.66 ,$174.99 
6/25/2021,$178.35 ,7431816,$178.83 ,$179.09 ,$177.49 
6/24/2021,$177.93 ,7549422,$176.13 ,$178.24 ,$175.78 
6/23/2021,$175.33 ,9174184,$173.62 ,$175.45 ,$172.94 
6/22/2021,$173.50 ,8097070,$174.37 ,$174.70 ,$172.35 
6/21/2021,$173.97 ,9196930,$172.13 ,$174.26 ,$171.31 
6/18/2021,$172.42 ,12357540,$173.14 ,$173.86 ,$172.12 
6/17/2021,$174.65 ,8905994,$174.59 ,$176.26 ,$173.84 
6/16/2021,$174.66 ,8335986,$176.01 ,$176.26 ,$173.55 
6/15/2021,$175.86 ,7894959,$178.18 ,$178.70 ,$175.62 
6/14/2021,$178.18 ,10169970,$177.65 ,$178.87 ,$176.90 
6/11/2021,$177.38 ,5476308,$177.45 ,$178.49 ,$176.81 
6/10/2021,$176.57 ,5252999,$176.44 ,$177.61 ,$175.55 
6/9/2021,$176.04 ,5082352,$176.31 ,$177.33 ,$175.88 
6/8/2021,$176.33 ,5356212,$175.97 ,$177.12 ,$175.19 
6/7/2021,$176.99 ,5178102,$177.97 ,$178.07 ,$176.40 
6/4/2021,$177.18 ,6343364,$175.93 ,$177.52 ,$175.61 
6/3/2021,$176.24 ,5583852,$176.27 ,$176.97 ,$175.42 
6/2/2021,$177.00 ,7851747,$179.04 ,$179.10 ,$176.93 
6/1/2021,$178.84 ,7475585,$180.18 ,$181.01 ,$178.74 
5/28/2021,$178.65 ,7130259,$179.51 ,$180.14 ,$178.08 
5/27/2021,$179.04 ,13567830,$177.20 ,$179.59 ,$176.79 
5/26/2021,$176.47 ,8086203,$176.62 ,$177.90 ,$176.20 
5/25/2021,$176.17 ,8089738,$175.60 ,$177.45 ,$175.40 
5/24/2021,$174.31 ,7346737,$172.45 ,$175.11 ,$171.75 
5/21/2021,$172.40 ,8105719,$172.22 ,$173.12 ,$171.52 
5/20/2021,$171.36 ,7400700,$169.21 ,$171.90 ,$168.98 
5/19/2021,$169.27 ,9250998,$167.71 ,$169.40 ,$167.10 
5/18/2021,$169.68 ,10400960,$170.26 ,$171.26 ,$169.45 
5/17/2021,$170.08 ,17739780,$172.70 ,$172.99 ,$168.57 
5/14/2021,$173.70 ,33149430,$172.93 ,$174.91 ,$168.78 
5/13/2021,$178.34 ,12332220,$178.37 ,$180.75 ,$175.80 
5/12/2021,$177.85 ,8988117,$180.70 ,$182.46 ,$177.58 
5/11/2021,$181.67 ,10865550,$181.80 ,$182.25 ,$178.43 
5/10/2021,$184.30 ,8260306,$185.70 ,$186.97 ,$184.03 
5/7/2021,$184.84 ,6888401,$182.00 ,$185.12 ,$181.51 
5/6/2021,$181.79 ,6944863,$182.78 ,$182.99 ,$179.81 
5/5/2021,$181.51 ,4056789,$185.01 ,$185.05 ,$181.36 
5/4/2021,$184.25 ,7069321,$184.87 ,$185.63 ,$182.31 
5/3/2021,$185.51 ,7542779,$187.69 ,$189.22 ,$185.25 
4/30/2021,$186.02 ,7866277,$184.29 ,$186.32 ,$183.54 
4/29/2021,$185.33 ,5958302,$184.80 ,$185.55 ,$182.75 
4/28/2021,$183.39 ,5199290,$184.79 ,$184.79 ,$182.82 
4/27/2021,$184.64 ,4869989,$184.99 ,$185.81 ,$184.15 
4/26/2021,$184.27 ,6178311,$183.96 ,$185.60 ,$183.26 
4/23/2021,$183.02 ,6078995,$182.35 ,$183.90 ,$181.96 
4/22/2021,$182.76 ,7378274,$184.22 ,$184.88 ,$181.26 
4/21/2021,$183.11 ,8400197,$181.29 ,$183.38 ,$178.86 
4/20/2021,$182.79 ,10765800,$187.29 ,$188.08 ,$181.82 
4/19/2021,$187.43 ,7625755,$187.51 ,$190.33 ,$185.65 
4/16/2021,$187.26 ,9453501,$187.57 ,$189.47 ,$186.20 
4/15/2021,$185.93 ,7262535,$188.09 ,$188.90 ,$185.70 
4/14/2021,$187.46 ,9089939,$185.97 ,$190.40 ,$185.71 
4/13/2021,$185.49 ,6826463,$185.59 ,$186.44 ,$184.60 
4/12/2021,$186.49 ,6662530,$187.75 ,$187.85 ,$185.48 
4/9/2021,$187.89 ,6089323,$188.17 ,$188.22 ,$186.15 
4/8/2021,$187.32 ,7762950,$187.20 ,$188.05 ,$185.63 
4/7/2021,$187.56 ,6238712,$189.80 ,$190.33 ,$186.95 
4/6/2021,$189.73 ,7926185,$188.50 ,$191.28 ,$187.87 
4/5/2021,$188.50 ,7405334,$191.47 ,$191.67 ,$188.09 
4/1/2021,$188.97 ,7749378,$186.43 ,$189.10 ,$185.59 
3/31/2021,$184.52 ,8478002,$185.83 ,$186.90 ,$184.42 
3/30/2021,$185.53 ,5929698,$183.83 ,$186.32 ,$183.56 
3/29/2021,$184.85 ,7544714,$185.24 ,$185.94 ,$183.15 
3/26/2021,$185.92 ,10196130,$188.83 ,$188.98 ,$182.57 
3/25/2021,$186.91 ,9609238,$181.85 ,$187.71 ,$181.01 
3/24/2021,$184.72 ,13549130,$190.06 ,$190.50 ,$184.64 
3/23/2021,$188.73 ,10701240,$191.59 ,$192.34 ,$187.97 
3/22/2021,$192.86 ,8838532,$193.26 ,$196.33 ,$192.00 
3/19/2021,$191.14 ,28354580,$190.92 ,$194.00 ,$189.76 
3/18/2021,$192.28 ,9644461,$194.95 ,$195.08 ,$191.74 
3/17/2021,$195.24 ,14418680,$193.44 ,$196.19 ,$191.78 
3/16/2021,$194.24 ,9680745,$196.10 ,$196.59 ,$192.88 
3/15/2021,$196.76 ,10319670,$198.54 ,$198.54 ,$194.81 
3/12/2021,$197.16 ,13249120,$196.53 ,$198.41 ,$195.18 
3/11/2021,$196.75 ,11933920,$197.38 ,$199.05 ,$195.40 
3/10/2021,$195.06 ,13662050,$197.31 ,$198.80 ,$194.68 
3/9/2021,$194.51 ,23331040,$200.19 ,$201.70 ,$194.37 
3/8/2021,$201.91 ,25093170,$197.31 ,$203.02 ,$193.79 
3/5/2021,$189.99 ,10266390,$189.15 ,$190.57 ,$183.34 
3/4/2021,$188.03 ,12542620,$189.90 ,$192.48 ,$184.12 
3/3/2021,$192.26 ,8750307,$194.63 ,$196.81 ,$192.21 
3/2/2021,$193.94 ,8371357,$196.10 ,$197.96 ,$193.49 
3/1/2021,$194.98 ,10709920,$193.23 ,$196.90 ,$191.39 
2/26/2021,$189.04 ,15843970,$190.07 ,$191.61 ,$185.45 
2/25/2021,$190.98 ,12712040,$197.73 ,$197.96 ,$190.38 
2/24/2021,$197.51 ,16205920,$197.58 ,$200.60 ,$195.33 
2/23/2021,$197.09 ,23191450,$193.59 ,$198.94 ,$188.66 
2/22/2021,$191.76 ,18799610,$181.74 ,$194.02 ,$181.53 
2/19/2021,$183.65 ,8834497,$184.27 ,$184.78 ,$182.79 
2/18/2021,$183.00 ,12390770,$184.79 ,$186.40 ,$182.84 
2/17/2021,$186.44 ,11406370,$185.36 ,$187.63 ,$182.16 
2/16/2021,$186.35 ,11630730,$187.30 ,$188.44 ,$184.86 
2/12/2021,$187.67 ,27233780,$193.00 ,$193.85 ,$186.56 
2/11/2021,$190.91 ,17507890,$189.18 ,$191.25 ,$188.07 
2/10/2021,$189.63 ,11464640,$189.98 ,$190.70 ,$185.81 
2/9/2021,$188.21 ,11270810,$188.17 ,$189.25 ,$186.04 
2/8/2021,$190.00 ,16085700,$183.85 ,$190.64 ,$183.30 
2/5/2021,$181.16 ,6640514,$181.71 ,$182.32 ,$179.33 
2/4/2021,$180.23 ,9035407,$177.59 ,$181.38 ,$176.49 
2/3/2021,$176.43 ,5508576,$177.00 ,$178.43 ,$175.76 
2/2/2021,$176.96 ,12215220,$173.77 ,$179.76 ,$172.80 
2/1/2021,$170.97 ,8140399,$170.84 ,$171.73 ,$168.03 
1/29/2021,$168.17 ,12848830,$168.80 ,$169.81 ,$165.79 
1/28/2021,$171.88 ,14449100,$166.17 ,$172.88 ,$165.95 
1/27/2021,$163.03 ,18239250,$165.01 ,$166.34 ,$160.52 
1/26/2021,$169.56 ,7523199,$173.00 ,$173.35 ,$169.05 
1/25/2021,$171.89 ,7833745,$171.89 ,$173.11 ,$168.77 
1/22/2021,$172.78 ,9517202,$174.00 ,$175.25 ,$171.89 
1/21/2021,$171.28 ,8423916,$173.24 ,$175.00 ,$171.02 
1/20/2021,$173.64 ,9809232,$175.22 ,$177.88 ,$173.00 
1/19/2021,$172.26 ,7834738,$172.10 ,$173.71 ,$171.44 
1/15/2021,$171.44 ,12232540,$172.95 ,$174.19 ,$170.17 
1/14/2021,$173.43 ,8951171,$177.01 ,$178.35 ,$173.40 
1/13/2021,$176.12 ,6839540,$174.40 ,$177.73 ,$173.74 
1/12/2021,$175.99 ,8349839,$177.30 ,$178.32 ,$174.86 
1/11/2021,$179.09 ,6464144,$177.75 ,$181.26 ,$177.35 
1/8/2021,$178.69 ,7894454,$178.81 ,$180.02 ,$176.60 
1/7/2021,$178.58 ,7300815,$179.50 ,$179.95 ,$177.58 
1/6/2021,$179.12 ,7517758,$178.32 ,$181.61 ,$177.28 
1/5/2021,$178.44 ,7771802,$176.20 ,$180.34 ,$176.20 
1/4/2021,$177.68 ,13426600,$182.26 ,$182.59 ,$174.73 
12/31/2020,$181.18 ,7073495,$181.22 ,$183.40 ,$180.27 
12/30/2020,$181.17 ,11680440,$178.50 ,$183.40 ,$178.37 
12/29/2020,$177.30 ,6875370,$180.01 ,$180.20 ,$176.22 
12/28/2020,$178.86 ,13145440,$175.75 ,$179.92 ,$175.05 
12/24/2020,$173.73 ,2720964,$173.99 ,$174.58 ,$172.38 
12/23/2020,$173.55 ,9994045,$172.96 ,$175.95 ,$172.30 
12/22/2020,$170.45 ,6424901,$170.00 ,$171.45 ,$169.16 
12/21/2020,$170.69 ,11424230,$170.09 ,$171.94 ,$168.19 
12/18/2020,$172.89 ,21172080,$173.60 ,$175.84 ,$172.28 
12/17/2020,$173.55 ,9004574,$173.82 ,$174.84 ,$171.96 
12/16/2020,$173.12 ,11105790,$173.99 ,$174.85 ,$171.62 
12/15/2020,$173.94 ,18817190,$170.49 ,$174.47 ,$167.82 
12/14/2020,$169.30 ,30939390,$173.80 ,$177.30 ,$168.81 
12/11/2020,$175.72 ,87410700,$169.68 ,$179.45 ,$165.33 
12/10/2020,$154.69 ,8993216,$153.32 ,$155.34 ,$152.50 
12/9/2020,$154.43 ,10804340,$156.29 ,$157.46 ,$153.89 
12/8/2020,$153.72 ,7900575,$152.42 ,$154.88 ,$152.25 
12/7/2020,$153.68 ,6815460,$153.18 ,$153.88 ,$152.26 
12/4/2020,$154.14 ,6033271,$153.69 ,$154.68 ,$152.81 
12/3/2020,$153.24 ,9063241,$153.45 ,$154.44 ,$152.13 
12/2/2020,$153.61 ,10601880,$149.49 ,$154.01 ,$148.34 
12/1/2020,$149.44 ,8827829,$149.57 ,$151.40 ,$149.00 
11/30/2020,$148.01 ,9710134,$147.06 ,$148.69 ,$146.29 
11/27/2020,$147.13 ,5306365,$149.00 ,$150.35 ,$146.53 
11/25/2020,$149.09 ,9551978,$150.27 ,$150.27 ,$147.24 
11/24/2020,$151.49 ,16711740,$148.16 ,$151.86 ,$147.85 
11/23/2020,$145.98 ,12887050,$142.45 ,$147.75 ,$141.70 
11/20/2020,$141.07 ,8485920,$141.71 ,$142.61 ,$140.86 
11/19/2020,$141.72 ,8892462,$142.57 ,$143.30 ,$141.70 
11/18/2020,$143.90 ,9456229,$144.50 ,$145.48 ,$143.35 
11/17/2020,$144.50 ,9354936,$144.40 ,$144.83 ,$142.56 
11/16/2020,$144.67 ,16382490,$141.57 ,$144.74 ,$141.57 
11/13/2020,$138.36 ,21074460,$140.90 ,$141.19 ,$136.52 
11/12/2020,$135.52 ,13893300,$136.34 ,$138.49 ,$134.11 
11/11/2020,$137.82 ,9600863,$141.47 ,$142.00 ,$136.62 
11/10/2020,$142.11 ,18115410,$139.97 ,$142.37 ,$137.67 
