MSA.Code,City,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
34380,"Mount Pleasant, MI",59856,43750,255,84,339,16106,0.73,171,0.25,Computer and Mathematical
34380,"Mount Pleasant, MI",65903,NA,155,14,169,NA,NA,141,0.08,Architecture and Engineering
34380,"Mount Pleasant, MI",59156,52604,161,49,210,6552,0.89,112,0.23,"Life, Physical, and Social Sciences"
34420,"Mount Pleasant, TX",41934,30250,8918,6542,15460,11684,0.72,2376,0.42,All (STEM and Non-STEM)
34420,"Mount Pleasant, TX",76413,35833,242,94,336,40580,0.47,148,0.28,All STEM
34420,"Mount Pleasant, TX",53214,53750,102,17,119,-536,1.01,85,0.14,Computer and Mathematical
34420,"Mount Pleasant, TX",88636,NA,100,13,113,NA,NA,87,0.12,Architecture and Engineering
34420,"Mount Pleasant, TX",42000,NA,40,64,104,NA,NA,-24,0.62,"Life, Physical, and Social Sciences"
34460,"Mount Sterling, KY",42623,32491,8092,5636,13728,10132,0.76,2456,0.41,All (STEM and Non-STEM)
34460,"Mount Sterling, KY",57875,52279,263,96,359,5596,0.9,167,0.27,All STEM
34460,"Mount Sterling, KY",46563,74239,89,46,135,-27676,1.59,43,0.34,Computer and Mathematical
34460,"Mount Sterling, KY",60536,NA,159,11,170,NA,NA,148,0.06,Architecture and Engineering
34460,"Mount Sterling, KY",NA,NA,15,39,54,NA,NA,-24,0.72,"Life, Physical, and Social Sciences"
34500,"Mount Vernon, IL",48956,34079,6098,4837,10935,14877,0.7,1261,0.44,All (STEM and Non-STEM)
34500,"Mount Vernon, IL",76438,64375,341,68,409,12063,0.84,273,0.17,All STEM
34500,"Mount Vernon, IL",58393,66875,87,19,106,-8482,1.15,68,0.18,Computer and Mathematical
34500,"Mount Vernon, IL",86250,68214,224,28,252,18036,0.79,196,0.11,Architecture and Engineering
34500,"Mount Vernon, IL",61000,38750,30,21,51,22250,0.64,9,0.41,"Life, Physical, and Social Sciences"
34540,"Mount Vernon, OH",50576,37738,11347,8162,19509,12838,0.75,3185,0.42,All (STEM and Non-STEM)
34540,"Mount Vernon, OH",67115,52043,874,325,1199,15072,0.78,549,0.27,All STEM
34540,"Mount Vernon, OH",82792,57903,265,160,425,24889,0.7,105,0.38,Computer and Mathematical
34540,"Mount Vernon, OH",64938,73075,515,107,622,-8137,1.13,408,0.17,Architecture and Engineering
34540,"Mount Vernon, OH",58750,26750,94,58,152,32000,0.46,36,0.38,"Life, Physical, and Social Sciences"
34580,"Mount Vernon-Anacortes, WA",54941,39457,22852,14751,37603,15484,0.72,8101,0.39,All (STEM and Non-STEM)
34580,"Mount Vernon-Anacortes, WA",77574,75694,1682,387,2069,1880,0.98,1295,0.19,All STEM
34580,"Mount Vernon-Anacortes, WA",75729,93478,621,140,761,-17749,1.23,481,0.18,Computer and Mathematical
34580,"Mount Vernon-Anacortes, WA",84434,67721,822,151,973,16713,0.8,671,0.16,Architecture and Engineering
34580,"Mount Vernon-Anacortes, WA",61065,74875,239,96,335,-13810,1.23,143,0.29,"Life, Physical, and Social Sciences"
34620,"Muncie, IN",45052,36593,18449,13960,32409,8459,0.81,4489,0.43,All (STEM and Non-STEM)
34620,"Muncie, IN",66432,72696,987,164,1151,-6264,1.09,823,0.14,All STEM
34620,"Muncie, IN",67852,72557,483,91,574,-4705,1.07,392,0.16,Computer and Mathematical
34620,"Muncie, IN",66641,NA,487,36,523,NA,NA,451,0.07,Architecture and Engineering
34620,"Muncie, IN",NA,53558,17,37,54,NA,NA,-20,0.69,"Life, Physical, and Social Sciences"
34660,"Murray, KY",42016,35350,5966,5001,10967,6666,0.84,965,0.46,All (STEM and Non-STEM)
34660,"Murray, KY",51467,83125,414,99,513,-31658,1.62,315,0.19,All STEM
34660,"Murray, KY",49271,43846,250,42,292,5425,0.89,208,0.14,Computer and Mathematical
34660,"Murray, KY",64583,NA,111,19,130,NA,NA,92,0.15,Architecture and Engineering
34660,"Murray, KY",51161,84167,53,38,91,-33006,1.65,15,0.42,"Life, Physical, and Social Sciences"
34700,"Muscatine, IA",49853,36998,9538,6696,16234,12855,0.74,2842,0.41,All (STEM and Non-STEM)
34700,"Muscatine, IA",73910,63977,810,227,1037,9933,0.87,583,0.22,All STEM
34700,"Muscatine, IA",52115,71683,132,57,189,-19568,1.38,75,0.3,Computer and Mathematical
34700,"Muscatine, IA",76023,64091,579,84,663,11932,0.84,495,0.13,Architecture and Engineering
34700,"Muscatine, IA",53875,53800,99,86,185,75,1,13,0.46,"Life, Physical, and Social Sciences"
34740,"Muskegon, MI",46301,37217,29605,23055,52660,9084,0.8,6550,0.44,All (STEM and Non-STEM)
34740,"Muskegon, MI",65323,58266,2094,449,2543,7057,0.89,1645,0.18,All STEM
34740,"Muskegon, MI",62862,90577,547,156,703,-27715,1.44,391,0.22,Computer and Mathematical
34740,"Muskegon, MI",67330,53207,1328,249,1577,14123,0.79,1079,0.16,Architecture and Engineering
34740,"Muskegon, MI",49009,59773,219,44,263,-10764,1.22,175,0.17,"Life, Physical, and Social Sciences"
34780,"Muskogee, OK",44499,34571,11263,8468,19731,9928,0.78,2795,0.43,All (STEM and Non-STEM)
34780,"Muskogee, OK",57417,50313,449,74,523,7104,0.88,375,0.14,All STEM
34780,"Muskogee, OK",56667,52188,192,58,250,4479,0.92,134,0.23,Computer and Mathematical
34780,"Muskogee, OK",60000,31250,222,12,234,28750,0.52,210,0.05,Architecture and Engineering
34780,"Muskogee, OK",61750,NA,35,4,39,NA,NA,31,0.1,"Life, Physical, and Social Sciences"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",42285,35479,72671,59602,132273,6806,0.84,13069,0.45,All (STEM and Non-STEM)
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",64926,55822,3631,1156,4787,9104,0.86,2475,0.24,All STEM
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",64129,56801,1702,639,2341,7328,0.89,1063,0.27,Computer and Mathematical
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",67031,57404,1572,252,1824,9627,0.86,1320,0.14,Architecture and Engineering
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",73304,51726,357,265,622,21578,0.71,92,0.43,"Life, Physical, and Social Sciences"
34860,"Nacogdoches, TX",45295,34051,10284,8139,18423,11244,0.75,2145,0.44,All (STEM and Non-STEM)
34860,"Nacogdoches, TX",53631,39821,375,68,443,13810,0.74,307,0.15,All STEM
34860,"Nacogdoches, TX",42188,NA,178,31,209,NA,NA,147,0.15,Computer and Mathematical
34860,"Nacogdoches, TX",87431,NA,105,0,105,NA,NA,105,0,Architecture and Engineering
34860,"Nacogdoches, TX",65104,58438,92,37,129,6666,0.9,55,0.29,"Life, Physical, and Social Sciences"
34900,"Napa, CA",57408,53332,27120,19236,46356,4076,0.93,7884,0.41,All (STEM and Non-STEM)
34900,"Napa, CA",91094,81563,1480,466,1946,9531,0.9,1014,0.24,All STEM
34900,"Napa, CA",86939,102292,656,187,843,-15353,1.18,469,0.22,Computer and Mathematical
34900,"Napa, CA",92917,90000,524,92,616,2917,0.97,432,0.15,Architecture and Engineering
34900,"Napa, CA",97361,69299,300,187,487,28062,0.71,113,0.38,"Life, Physical, and Social Sciences"
34940,"Naples-Marco Island, FL",43053,39163,62994,42407,105401,3890,0.91,20587,0.4,All (STEM and Non-STEM)
34940,"Naples-Marco Island, FL",75238,53995,1974,1102,3076,21243,0.72,872,0.36,All STEM
34940,"Naples-Marco Island, FL",87206,53925,750,612,1362,33281,0.62,138,0.45,Computer and Mathematical
34940,"Naples-Marco Island, FL",65333,49323,1034,287,1321,16010,0.75,747,0.22,Architecture and Engineering
34940,"Naples-Marco Island, FL",61250,58194,190,203,393,3056,0.95,-13,0.52,"Life, Physical, and Social Sciences"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",52035,42238,399944,312318,712262,9797,0.81,87626,0.44,All (STEM and Non-STEM)
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",76804,61509,33813,12464,46277,15295,0.8,21349,0.27,All STEM
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",79364,65443,19645,7374,27019,13921,0.82,12271,0.27,Computer and Mathematical
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",76639,63836,11368,1649,13017,12803,0.83,9719,0.13,Architecture and Engineering
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",55860,55039,2800,3441,6241,821,0.99,-641,0.55,"Life, Physical, and Social Sciences"
35020,"Natchez, MS-LA",35228,26870,5967,6058,12025,8358,0.76,-91,0.5,All (STEM and Non-STEM)
35020,"Natchez, MS-LA",36440,78947,159,32,191,-42507,2.17,127,0.17,All STEM
35020,"Natchez, MS-LA",34706,NA,68,27,95,NA,NA,41,0.28,Computer and Mathematical
35020,"Natchez, MS-LA",36685,NA,62,0,62,NA,NA,62,0,Architecture and Engineering
35020,"Natchez, MS-LA",32132,NA,29,5,34,NA,NA,24,0.15,"Life, Physical, and Social Sciences"
35060,"Natchitoches, LA",40886,28429,4421,3892,8313,12457,0.7,529,0.47,All (STEM and Non-STEM)
35060,"Natchitoches, LA",63920,70132,220,54,274,-6212,1.1,166,0.2,All STEM
35060,"Natchitoches, LA",63333,130417,92,15,107,-67084,2.06,77,0.14,Computer and Mathematical
35060,"Natchitoches, LA",73846,NA,78,0,78,NA,NA,78,0,Architecture and Engineering
35060,"Natchitoches, LA",73611,NA,50,39,89,NA,NA,11,0.44,"Life, Physical, and Social Sciences"
35100,"New Bern, NC",45264,37325,19157,14883,34040,7939,0.82,4274,0.44,All (STEM and Non-STEM)
35100,"New Bern, NC",83431,57566,1260,445,1705,25865,0.69,815,0.26,All STEM
35100,"New Bern, NC",79808,55000,342,154,496,24808,0.69,188,0.31,Computer and Mathematical
35100,"New Bern, NC",83879,61250,794,177,971,22629,0.73,617,0.18,Architecture and Engineering
35100,"New Bern, NC",83145,44265,124,114,238,38880,0.53,10,0.48,"Life, Physical, and Social Sciences"
35140,"Newberry, SC",40081,35144,6788,5354,12142,4937,0.88,1434,0.44,All (STEM and Non-STEM)
35140,"Newberry, SC",64583,41250,228,59,287,23333,0.64,169,0.21,All STEM
35140,"Newberry, SC",NA,59861,8,37,45,NA,NA,-29,0.82,Computer and Mathematical
35140,"Newberry, SC",77212,NA,173,5,178,NA,NA,168,0.03,Architecture and Engineering
35140,"Newberry, SC",55903,NA,47,17,64,NA,NA,30,0.27,"Life, Physical, and Social Sciences"
35220,"New Castle, IN",46593,34816,8222,6473,14695,11777,0.75,1749,0.44,All (STEM and Non-STEM)
35220,"New Castle, IN",59236,31343,391,72,463,27893,0.53,319,0.16,All STEM
35220,"New Castle, IN",70865,31273,103,69,172,39592,0.44,34,0.4,Computer and Mathematical
35220,"New Castle, IN",57847,NA,283,3,286,NA,NA,280,0.01,Architecture and Engineering
35220,"New Castle, IN",NA,NA,5,0,5,NA,NA,5,0,"Life, Physical, and Social Sciences"
35260,"New Castle, PA",52389,36853,15966,10995,26961,15536,0.7,4971,0.41,All (STEM and Non-STEM)
35260,"New Castle, PA",75481,49052,841,256,1097,26429,0.65,585,0.23,All STEM
35260,"New Castle, PA",74688,64375,316,112,428,10313,0.86,204,0.26,Computer and Mathematical
35260,"New Castle, PA",78333,48462,440,60,500,29871,0.62,380,0.12,Architecture and Engineering
35260,"New Castle, PA",50625,43125,85,84,169,7500,0.85,1,0.5,"Life, Physical, and Social Sciences"
35300,"New Haven-Milford, CT",63521,52958,160417,132214,292631,10563,0.83,28203,0.45,All (STEM and Non-STEM)
35300,"New Haven-Milford, CT",86776,72239,16200,5599,21799,14537,0.83,10601,0.26,All STEM
35300,"New Haven-Milford, CT",88440,74750,6674,2368,9042,13690,0.85,4306,0.26,Computer and Mathematical
35300,"New Haven-Milford, CT",87605,85500,6989,920,7909,2105,0.98,6069,0.12,Architecture and Engineering
35300,"New Haven-Milford, CT",75231,65208,2537,2311,4848,10023,0.87,226,0.48,"Life, Physical, and Social Sciences"
35380,"New Orleans-Metairie, LA",52405,39944,229697,198214,427911,12461,0.76,31483,0.46,All (STEM and Non-STEM)
35380,"New Orleans-Metairie, LA",84213,64844,17051,6321,23372,19369,0.77,10730,0.27,All STEM
35380,"New Orleans-Metairie, LA",73125,63917,6033,2779,8812,9208,0.87,3254,0.32,Computer and Mathematical
35380,"New Orleans-Metairie, LA",95175,80081,8575,1776,10351,15094,0.84,6799,0.17,Architecture and Engineering
35380,"New Orleans-Metairie, LA",79860,51995,2443,1766,4209,27865,0.65,677,0.42,"Life, Physical, and Social Sciences"
35420,"New Philadelphia-Dover, OH",47168,32741,19014,11773,30787,14427,0.69,7241,0.38,All (STEM and Non-STEM)
35420,"New Philadelphia-Dover, OH",60035,57852,760,162,922,2183,0.96,598,0.18,All STEM
35420,"New Philadelphia-Dover, OH",54063,58184,173,103,276,-4121,1.08,70,0.37,Computer and Mathematical
35420,"New Philadelphia-Dover, OH",64844,31417,435,43,478,33427,0.48,392,0.09,Architecture and Engineering
35420,"New Philadelphia-Dover, OH",42318,39722,152,16,168,2596,0.94,136,0.1,"Life, Physical, and Social Sciences"
35440,"Newport, OR",44982,36090,6350,5226,11576,8892,0.8,1124,0.45,All (STEM and Non-STEM)
35440,"Newport, OR",71974,46250,356,160,516,25724,0.64,196,0.31,All STEM
35440,"Newport, OR",72250,75125,79,69,148,-2875,1.04,10,0.47,Computer and Mathematical
35440,"Newport, OR",88661,NA,127,12,139,NA,NA,115,0.09,Architecture and Engineering
35440,"Newport, OR",63929,39432,150,79,229,24497,0.62,71,0.34,"Life, Physical, and Social Sciences"
35460,"Newport, TN",37156,30668,5292,4816,10108,6488,0.83,476,0.48,All (STEM and Non-STEM)
35460,"Newport, TN",42321,NA,145,13,158,NA,NA,132,0.08,All STEM
35460,"Newport, TN",35417,NA,57,13,70,NA,NA,44,0.19,Computer and Mathematical
35460,"Newport, TN",62188,NA,48,0,48,NA,NA,48,0,Architecture and Engineering
35460,"Newport, TN",32273,NA,40,0,40,NA,NA,40,0,"Life, Physical, and Social Sciences"
35580,"New Ulm, MN",49220,36255,5434,3877,9311,12965,0.74,1557,0.42,All (STEM and Non-STEM)
35580,"New Ulm, MN",66161,37321,189,80,269,28840,0.56,109,0.3,All STEM
35580,"New Ulm, MN",70761,63382,44,22,66,7379,0.9,22,0.33,Computer and Mathematical
35580,"New Ulm, MN",62386,NA,103,5,108,NA,NA,98,0.05,Architecture and Engineering
35580,"New Ulm, MN",47143,31875,42,53,95,15268,0.68,-11,0.56,"Life, Physical, and Social Sciences"
35620,"New York-Newark-Jersey City, NY-NJ-PA",64267,54641,3852999,3007712,6860711,9626,0.85,845287,0.44,All (STEM and Non-STEM)
35620,"New York-Newark-Jersey City, NY-NJ-PA",98865,84727,337723,117601,455324,14138,0.86,220122,0.26,All STEM
35620,"New York-Newark-Jersey City, NY-NJ-PA",103390,88545,209821,65351,275172,14845,0.86,144470,0.24,Computer and Mathematical
35620,"New York-Newark-Jersey City, NY-NJ-PA",92449,78705,92190,17716,109906,13744,0.85,74474,0.16,Architecture and Engineering
35620,"New York-Newark-Jersey City, NY-NJ-PA",88438,77018,35712,34534,70246,11420,0.87,1178,0.49,"Life, Physical, and Social Sciences"
35660,"Niles, MI",51324,39532,27128,20018,47146,11792,0.77,7110,0.42,All (STEM and Non-STEM)
35660,"Niles, MI",83633,63404,2321,709,3030,20229,0.76,1612,0.23,All STEM
35660,"Niles, MI",71705,49375,700,244,944,22330,0.69,456,0.26,Computer and Mathematical
35660,"Niles, MI",85833,63750,1390,380,1770,22083,0.74,1010,0.21,Architecture and Engineering
35660,"Niles, MI",85804,71250,231,85,316,14554,0.83,146,0.27,"Life, Physical, and Social Sciences"
35700,"Nogales, AZ",39995,30562,7369,4535,11904,9433,0.76,2834,0.38,All (STEM and Non-STEM)
35700,"Nogales, AZ",49583,80852,210,85,295,-31269,1.63,125,0.29,All STEM
35700,"Nogales, AZ",53798,NA,63,39,102,NA,NA,24,0.38,Computer and Mathematical
35700,"Nogales, AZ",142865,115500,47,24,71,27365,0.81,23,0.34,Architecture and Engineering
35700,"Nogales, AZ",48042,NA,100,22,122,NA,NA,78,0.18,"Life, Physical, and Social Sciences"
35740,"Norfolk, NE",47221,35403,11096,7869,18965,11818,0.75,3227,0.41,All (STEM and Non-STEM)
35740,"Norfolk, NE",64155,80132,458,154,612,-15977,1.25,304,0.25,All STEM
35740,"Norfolk, NE",56161,75000,147,62,209,-18839,1.34,85,0.3,Computer and Mathematical
35740,"Norfolk, NE",70682,35000,212,34,246,35682,0.5,178,0.14,Architecture and Engineering
35740,"Norfolk, NE",50972,86061,99,58,157,-35089,1.69,41,0.37,"Life, Physical, and Social Sciences"
35820,"North Platte, NE",54750,35100,8010,5299,13309,19650,0.64,2711,0.4,All (STEM and Non-STEM)
35820,"North Platte, NE",78333,46328,192,86,278,32005,0.59,106,0.31,All STEM
35820,"North Platte, NE",70598,65417,53,25,78,5181,0.93,28,0.32,Computer and Mathematical
35820,"North Platte, NE",79531,NA,65,7,72,NA,NA,58,0.1,Architecture and Engineering
35820,"North Platte, NE",100833,45781,74,54,128,55052,0.45,20,0.42,"Life, Physical, and Social Sciences"
35840,"North Port-Sarasota-Bradenton, FL",46587,39139,126122,104080,230202,7448,0.84,22042,0.45,All (STEM and Non-STEM)
35840,"North Port-Sarasota-Bradenton, FL",75118,60000,7351,2760,10111,15118,0.8,4591,0.27,All STEM
35840,"North Port-Sarasota-Bradenton, FL",77214,63417,3707,1538,5245,13797,0.82,2169,0.29,Computer and Mathematical
35840,"North Port-Sarasota-Bradenton, FL",69123,63100,3036,484,3520,6023,0.91,2552,0.14,Architecture and Engineering
35840,"North Port-Sarasota-Bradenton, FL",67500,51771,608,738,1346,15729,0.77,-130,0.55,"Life, Physical, and Social Sciences"
35860,"North Vernon, IN",47602,34605,6090,4246,10336,12997,0.73,1844,0.41,All (STEM and Non-STEM)
35860,"North Vernon, IN",72614,65125,329,106,435,7489,0.9,223,0.24,All STEM
35860,"North Vernon, IN",54315,65375,61,98,159,-11060,1.2,-37,0.62,Computer and Mathematical
35860,"North Vernon, IN",68750,NA,246,8,254,NA,NA,238,0.03,Architecture and Engineering
35860,"North Vernon, IN",NA,NA,22,0,22,NA,NA,22,0,"Life, Physical, and Social Sciences"
35900,"North Wilkesboro, NC",39591,34992,12056,8778,20834,4599,0.88,3278,0.42,All (STEM and Non-STEM)
35900,"North Wilkesboro, NC",74333,48784,534,154,688,25549,0.66,380,0.22,All STEM
35900,"North Wilkesboro, NC",86250,43289,348,90,438,42961,0.5,258,0.21,Computer and Mathematical
35900,"North Wilkesboro, NC",72941,NA,152,0,152,NA,NA,152,0,Architecture and Engineering
35900,"North Wilkesboro, NC",64333,49662,34,64,98,14671,0.77,-30,0.65,"Life, Physical, and Social Sciences"
35940,"Norwalk, OH",46361,35164,11094,8203,19297,11197,0.76,2891,0.43,All (STEM and Non-STEM)
35940,"Norwalk, OH",54978,49491,463,101,564,5487,0.9,362,0.18,All STEM
35940,"Norwalk, OH",53839,NA,89,19,108,NA,NA,70,0.18,Computer and Mathematical
35940,"Norwalk, OH",54970,47963,351,68,419,7007,0.87,283,0.16,Architecture and Engineering
35940,"Norwalk, OH",NA,58250,23,14,37,NA,NA,9,0.38,"Life, Physical, and Social Sciences"
35980,"Norwich-New London, CT",65753,49602,51352,36332,87684,16151,0.75,15020,0.41,All (STEM and Non-STEM)
35980,"Norwich-New London, CT",91057,86019,7289,1847,9136,5038,0.94,5442,0.2,All STEM
35980,"Norwich-New London, CT",86440,82750,2090,642,2732,3690,0.96,1448,0.23,Computer and Mathematical
35980,"Norwich-New London, CT",90019,85833,4237,590,4827,4186,0.95,3647,0.12,Architecture and Engineering
35980,"Norwich-New London, CT",125417,86635,962,615,1577,38782,0.69,347,0.39,"Life, Physical, and Social Sciences"
36020,"Oak Harbor, WA",58820,43865,12050,8449,20499,14955,0.75,3601,0.41,All (STEM and Non-STEM)
36020,"Oak Harbor, WA",100824,95300,1041,222,1263,5524,0.95,819,0.18,All STEM
36020,"Oak Harbor, WA",102198,140313,541,126,667,-38115,1.37,415,0.19,Computer and Mathematical
36020,"Oak Harbor, WA",86905,102578,434,49,483,-15673,1.18,385,0.1,Architecture and Engineering
36020,"Oak Harbor, WA",118309,75852,66,47,113,42457,0.64,19,0.42,"Life, Physical, and Social Sciences"
36100,"Ocala, FL",38495,33242,46599,41279,87878,5253,0.86,5320,0.47,All (STEM and Non-STEM)
36100,"Ocala, FL",56853,46855,2320,744,3064,9998,0.82,1576,0.24,All STEM
36100,"Ocala, FL",49861,38094,1149,277,1426,11767,0.76,872,0.19,Computer and Mathematical
36100,"Ocala, FL",60739,55042,962,171,1133,5697,0.91,791,0.15,Architecture and Engineering
36100,"Ocala, FL",53150,47321,209,296,505,5829,0.89,-87,0.59,"Life, Physical, and Social Sciences"
36140,"Ocean City, NJ",58628,49925,15557,10645,26202,8703,0.85,4912,0.41,All (STEM and Non-STEM)
36140,"Ocean City, NJ",86136,80938,804,312,1116,5198,0.94,492,0.28,All STEM
36140,"Ocean City, NJ",88611,72105,478,192,670,16506,0.81,286,0.29,Computer and Mathematical
36140,"Ocean City, NJ",86705,82222,219,64,283,4483,0.95,155,0.23,Architecture and Engineering
36140,"Ocean City, NJ",53750,76818,107,56,163,-23068,1.43,51,0.34,"Life, Physical, and Social Sciences"
36220,"Odessa, TX",56744,36511,34792,20404,55196,20233,0.64,14388,0.37,All (STEM and Non-STEM)
36220,"Odessa, TX",80928,58250,1377,310,1687,22678,0.72,1067,0.18,All STEM
36220,"Odessa, TX",85774,70227,351,140,491,15547,0.82,211,0.29,Computer and Mathematical
36220,"Odessa, TX",80587,64758,795,56,851,15829,0.8,739,0.07,Architecture and Engineering
36220,"Odessa, TX",85568,51738,231,114,345,33830,0.6,117,0.33,"Life, Physical, and Social Sciences"
36260,"Ogden-Clearfield, UT",57155,39239,139355,77889,217244,17916,0.69,61466,0.36,All (STEM and Non-STEM)
